,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,e_so_many_books_8a8af3e3_0001,synthetic-google-hashcode,97773,904,200,125.49,7619.9,683.88,7.88,1.83,216.91
1,e_so_many_books_c5380316_0002,synthetic-google-hashcode,85009,1565,248,57.77,4113.87,721.37,4.32,1.91,488.32
2,e_so_many_books_d40819c1_0003,synthetic-google-hashcode,84322,1545,251,194.93,4420.76,510.22,4.08,1.86,328.73
3,e_so_many_books_004ae49f_0004,synthetic-google-hashcode,93935,518,200,101.03,5187.1,559.04,7.27,2.14,469.16
4,e_so_many_books_99d01d84_0005,synthetic-google-hashcode,98684,530,200,151.7,4042.97,528.09,5.43,2.36,442.08
5,e_so_many_books_e64df930_0006,synthetic-google-hashcode,77957,945,135,125.49,5187.1,285.62,5.43,1.28,488.32
6,e_so_many_books_511d7b29_0007,synthetic-google-hashcode,53871,847,299,144.83,3159.71,267.41,5.83,1.59,405.77
7,e_so_many_books_3e80d01e_0008,synthetic-google-hashcode,99326,823,216,125.49,5187.1,535.39,3.27,1.49,488.32
8,e_so_many_books_caf4d8ed_0009,synthetic-google-hashcode,89659,1000,200,125.49,3196.09,722.05,5.61,1.57,328.42
9,e_so_many_books_af93d50c_0010,synthetic-google-hashcode,100000,1268,178,58.36,6771.81,491.94,4.51,1.83,696.44
10,e_so_many_books_e5059ff2_0011,synthetic-google-hashcode,60857,703,134,116.85,8295.03,328.04,7.96,1.51,317.32
11,e_so_many_books_0e1d1b4a_0012,synthetic-google-hashcode,44533,1195,296,70.27,4916.33,263.18,7.61,1.49,488.32
12,e_so_many_books_e8417fbc_0013,synthetic-google-hashcode,70129,1000,294,76.16,4205.85,492.04,4.93,2.08,488.32
13,e_so_many_books_331c50a8_0014,synthetic-google-hashcode,82908,1485,141,166.07,2282.85,786.26,8.57,1.49,488.32
14,e_so_many_books_1b1a3ff9_0015,synthetic-google-hashcode,100000,1000,119,193.23,5100.11,750.68,5.43,1.12,665.99
15,e_so_many_books_7de70604_0016,synthetic-google-hashcode,71151,1332,142,104.49,4004.27,592.76,8.64,1.49,461.19
16,e_so_many_books_e4fbe0e8_0017,synthetic-google-hashcode,46195,1296,308,164.29,3936.31,775.9,5.41,1.96,722.79
17,e_so_many_books_73c30e82_0018,synthetic-google-hashcode,100000,1000,200,55.46,5664.64,773.26,5.43,1.75,358.81
18,e_so_many_books_26160472_0019,synthetic-google-hashcode,85803,1000,200,125.49,7728.35,444.37,7.91,1.18,488.32
19,e_so_many_books_bfd87f48_0020,synthetic-google-hashcode,72664,1189,239,146.97,5187.1,207.1,7.77,1.61,625.89
