,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,f_libraries_of_the_world_6ac38f4d_0001,synthetic-google-hashcode,49645,1568,814,517.68,32273.26,736.68,110.95,7.47,579.82
1,f_libraries_of_the_world_c41ed34f_0002,synthetic-google-hashcode,61882,1534,607,247.03,52430.48,491.42,74.85,7.47,510.0
2,f_libraries_of_the_world_21e37e0d_0003,synthetic-google-hashcode,89715,527,932,376.45,39817.11,509.34,114.34,4.47,610.06
3,f_libraries_of_the_world_e22b1be3_0004,synthetic-google-hashcode,45015,1500,486,405.45,53362.16,807.66,69.65,6.54,506.18
4,f_libraries_of_the_world_c3433800_0005,synthetic-google-hashcode,96156,953,882,199.18,32870.28,621.71,119.99,10.7,428.61
5,f_libraries_of_the_world_c31db360_0006,synthetic-google-hashcode,72080,960,700,314.9,36388.59,590.01,213.75,7.47,664.33
6,f_libraries_of_the_world_0fbf30de_0007,synthetic-google-hashcode,57438,765,1052,422.19,46652.24,594.91,77.36,7.47,463.83
7,f_libraries_of_the_world_547f5585_0008,synthetic-google-hashcode,67275,980,700,371.26,40095.86,245.66,184.83,9.93,444.87
8,f_libraries_of_the_world_7a30f8fa_0009,synthetic-google-hashcode,74119,572,862,615.89,50007.21,743.37,166.19,3.16,269.96
9,f_libraries_of_the_world_c995c5ec_0010,synthetic-google-hashcode,87568,1374,700,601.3,24742.64,613.35,166.19,7.7,254.26
10,f_libraries_of_the_world_69be4bae_0011,synthetic-google-hashcode,58147,1031,649,220.26,64642.78,659.93,68.1,10.34,692.3
11,f_libraries_of_the_world_d2badeb6_0012,synthetic-google-hashcode,47029,1000,386,289.08,54928.89,808.46,84.91,5.9,506.18
12,f_libraries_of_the_world_a3b1b90e_0013,synthetic-google-hashcode,100000,427,1070,606.42,62702.11,286.48,199.26,9.42,350.68
13,f_libraries_of_the_world_c9d689dc_0014,synthetic-google-hashcode,63468,679,700,257.62,64222.25,686.84,248.51,7.47,270.15
14,f_libraries_of_the_world_fb692eca_0015,synthetic-google-hashcode,100000,1000,1022,439.9,76479.68,537.07,166.19,5.06,506.18
15,f_libraries_of_the_world_024cf4f5_0016,synthetic-google-hashcode,70286,1347,731,401.11,36926.14,537.46,186.43,7.47,326.73
16,f_libraries_of_the_world_521c74b9_0017,synthetic-google-hashcode,100000,654,1013,496.43,60286.64,509.34,88.82,7.92,366.54
17,f_libraries_of_the_world_10151e19_0018,synthetic-google-hashcode,88149,1204,1084,543.36,52925.26,762.95,86.42,8.49,573.38
18,f_libraries_of_the_world_1f0bfa1b_0019,synthetic-google-hashcode,92638,1000,700,462.35,30900.35,730.79,166.19,8.14,461.44
19,f_libraries_of_the_world_bbcb33bb_0020,synthetic-google-hashcode,100000,1542,700,401.11,49092.94,346.35,154.34,5.94,749.25
