,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,c_incunabula_42d55777_0001,synthetic-google-hashcode,96729,11087,87819,292.87,29879.09,16.46,506.08,56283.51,10.31
1,c_incunabula_e7d54fe3_0002,synthetic-google-hashcode,98540,8652,87416,300.76,34778.38,15.88,431.48,44780.29,10.38
2,c_incunabula_347a199f_0003,synthetic-google-hashcode,88504,10000,100000,300.76,35673.4,16.29,575.38,51070.53,13.3
3,c_incunabula_c0d6245d_0004,synthetic-google-hashcode,99820,9949,91592,323.95,24377.72,14.75,506.08,53568.15,10.8
4,c_incunabula_e00f6175_0005,synthetic-google-hashcode,86117,10022,89140,252.65,35849.84,15.03,573.24,58286.22,11.69
5,c_incunabula_5f40ad9e_0006,synthetic-google-hashcode,98419,11199,99121,251.65,26710.39,17.14,525.23,59297.69,11.69
6,c_incunabula_6f0e2a31_0007,synthetic-google-hashcode,81261,8751,94024,300.76,31271.62,17.94,420.19,55190.67,12.98
7,c_incunabula_fcf89930_0008,synthetic-google-hashcode,90368,9933,86512,345.09,26732.66,17.74,506.08,52583.39,11.46
8,c_incunabula_bbe7daea_0009,synthetic-google-hashcode,88718,8102,100000,263.31,24887.79,15.03,603.15,54031.24,11.74
9,c_incunabula_02f37226_0010,synthetic-google-hashcode,85157,11450,98972,300.76,25725.52,15.03,587.79,44253.88,11.69
10,c_incunabula_20828d60_0011,synthetic-google-hashcode,87043,8535,100000,300.76,28099.79,12.73,473.13,58887.22,11.69
11,c_incunabula_ae948236_0012,synthetic-google-hashcode,100000,9142,100000,278.29,24885.78,15.0,553.13,42814.21,12.76
12,c_incunabula_70252422_0013,synthetic-google-hashcode,93588,11255,88998,284.31,27095.72,17.98,565.72,45845.04,11.69
13,c_incunabula_0608f4c6_0014,synthetic-google-hashcode,84129,9107,100000,256.59,32281.16,17.92,474.29,51812.83,9.72
14,c_incunabula_dab90bd1_0015,synthetic-google-hashcode,83902,8478,97019,312.95,24487.77,12.86,466.74,49511.38,12.31
15,c_incunabula_8f95c012_0016,synthetic-google-hashcode,96277,9496,86845,265.76,29879.09,12.73,573.12,49511.38,11.79
16,c_incunabula_f02467d9_0017,synthetic-google-hashcode,83243,11980,84075,272.63,31236.87,17.03,468.24,49676.93,13.36
17,c_incunabula_32b2177e_0018,synthetic-google-hashcode,81024,10000,98663,278.46,30645.13,15.03,486.06,49506.15,11.69
18,c_incunabula_05f9590c_0019,synthetic-google-hashcode,100000,11798,100000,303.7,30925.65,12.45,606.42,49511.38,11.69
19,c_incunabula_fa0cc115_0020,synthetic-google-hashcode,99793,9154,100000,310.51,29879.09,13.96,439.73,49511.38,11.04
