,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,e_so_many_books_0bf7d888_0001,synthetic-google-hashcode,83866,361,145,140.85,7781.96,71.14,5.43,1.49,760.57
1,e_so_many_books_746b59b6_0002,synthetic-google-hashcode,78365,1957,200,193.99,5750.17,667.33,5.43,2.85,488.32
2,e_so_many_books_80a2f560_0003,synthetic-google-hashcode,13802,1000,102,134.92,1357.66,6.67,1.64,1.49,33.03
3,e_so_many_books_02747e54_0004,synthetic-google-hashcode,61122,1998,221,27.65,7946.68,715.06,6.04,1.08,488.32
4,e_so_many_books_34902e68_0005,synthetic-google-hashcode,97131,855,200,33.04,9139.93,491.94,2.12,1.16,15.54
5,e_so_many_books_2568768f_0006,synthetic-google-hashcode,93416,1000,200,69.14,5943.78,80.52,3.74,2.92,661.79
6,e_so_many_books_b271b6e7_0007,synthetic-google-hashcode,100000,752,383,183.75,618.36,669.52,3.87,1.07,707.29
7,e_so_many_books_faf16c7c_0008,synthetic-google-hashcode,100000,38,363,213.53,3818.34,491.94,8.1,1.19,753.2
8,e_so_many_books_3f74103c_0009,synthetic-google-hashcode,60711,1000,283,67.88,5187.1,491.94,8.71,2.3,575.54
9,e_so_many_books_9b240ff4_0010,synthetic-google-hashcode,100000,1055,22,125.49,4567.39,694.38,2.2,1.49,264.11
10,e_so_many_books_141cbb6b_0011,synthetic-google-hashcode,4839,780,295,127.14,5187.1,150.87,5.14,1.66,488.32
11,e_so_many_books_b5c5b8f8_0012,synthetic-google-hashcode,85903,142,138,125.49,5478.46,491.94,5.43,2.75,488.32
12,e_so_many_books_5b30bbca_0013,synthetic-google-hashcode,25195,759,211,125.49,3059.24,498.88,9.87,1.7,594.27
13,e_so_many_books_c897c32d_0014,synthetic-google-hashcode,94317,1406,351,208.75,5187.1,240.65,1.21,2.78,214.75
14,e_so_many_books_b11810d0_0015,synthetic-google-hashcode,51206,1000,274,125.49,5187.1,38.37,4.95,1.44,68.97
15,e_so_many_books_fbb17323_0016,synthetic-google-hashcode,12059,1737,259,203.25,4998.31,666.77,9.0,1.49,355.49
16,e_so_many_books_3d1aba4a_0017,synthetic-google-hashcode,62153,714,46,125.49,5543.9,834.13,6.31,1.49,869.74
17,e_so_many_books_559b3e41_0018,synthetic-google-hashcode,7731,161,162,30.39,6147.66,628.02,1.56,1.55,54.29
18,e_so_many_books_a9ea464b_0019,synthetic-google-hashcode,77779,1186,54,185.52,3324.34,265.13,2.04,1.56,702.69
19,e_so_many_books_1411ca87_0020,synthetic-google-hashcode,48477,1975,157,114.36,5187.1,276.26,7.89,2.63,657.63
