,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,f_libraries_of_the_world_10c5d969_0001,synthetic-google-hashcode,56470,1595,1316,258.31,75210.32,509.34,166.19,3.21,506.18
1,f_libraries_of_the_world_48e340c1_0002,synthetic-google-hashcode,100000,1000,402,401.11,56931.04,509.34,80.22,8.72,704.47
2,f_libraries_of_the_world_4b441a86_0003,synthetic-google-hashcode,28781,1190,700,401.11,53362.16,468.31,166.19,5.04,90.89
3,f_libraries_of_the_world_01ea6892_0004,synthetic-google-hashcode,72590,1000,1265,331.65,23987.57,189.55,247.68,10.79,866.01
4,f_libraries_of_the_world_a9d38c2f_0005,synthetic-google-hashcode,28598,102,953,218.78,53362.16,192.6,252.78,7.18,506.18
5,f_libraries_of_the_world_c91167b2_0006,synthetic-google-hashcode,74468,1576,808,401.11,83799.81,215.36,286.09,5.42,506.18
6,f_libraries_of_the_world_27a5227f_0007,synthetic-google-hashcode,38332,1000,496,610.01,53362.16,474.14,289.21,7.47,189.08
7,f_libraries_of_the_world_0cb565cc_0008,synthetic-google-hashcode,43838,980,700,401.11,31692.99,509.34,166.19,1.31,573.15
8,f_libraries_of_the_world_42a47505_0009,synthetic-google-hashcode,74691,574,913,558.57,18807.65,160.46,104.56,11.43,863.56
9,f_libraries_of_the_world_1534360f_0010,synthetic-google-hashcode,100000,1000,700,643.71,8164.29,85.25,156.93,8.13,831.59
10,f_libraries_of_the_world_f37514b1_0011,synthetic-google-hashcode,43242,859,312,353.95,43165.23,431.31,63.55,5.29,306.76
11,f_libraries_of_the_world_cf90d9d5_0012,synthetic-google-hashcode,100000,1394,264,697.68,53362.16,862.09,142.67,3.48,853.54
12,f_libraries_of_the_world_1fabbf74_0013,synthetic-google-hashcode,53379,727,700,693.36,89346.01,568.09,236.79,10.82,506.18
13,f_libraries_of_the_world_57a02e05_0014,synthetic-google-hashcode,87577,1792,1325,401.11,100815.81,87.14,29.57,8.37,707.79
14,f_libraries_of_the_world_15ee2f3b_0015,synthetic-google-hashcode,100000,217,132,356.38,43377.32,524.93,113.0,7.47,132.28
15,f_libraries_of_the_world_03804da2_0016,synthetic-google-hashcode,100000,153,700,483.17,35717.47,789.06,103.6,6.07,326.31
16,f_libraries_of_the_world_b37b6510_0017,synthetic-google-hashcode,76980,699,700,435.61,9349.62,190.73,166.19,7.47,244.57
17,f_libraries_of_the_world_52dc632d_0018,synthetic-google-hashcode,70106,466,284,214.63,53362.16,532.58,290.87,6.98,773.53
18,f_libraries_of_the_world_e5293228_0019,synthetic-google-hashcode,56692,1640,182,520.23,63130.2,128.14,205.46,1.32,803.73
19,f_libraries_of_the_world_4c674a83_0020,synthetic-google-hashcode,98843,405,820,224.71,79030.16,509.34,40.09,4.08,947.55
