,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,c_incunabula_7a2220d9_0001,synthetic-google-hashcode,100000,8202,100000,234.37,42987.91,14.29,316.71,29021.27,13.6
1,c_incunabula_69196b3c_0002,synthetic-google-hashcode,51387,9837,53301,439.26,21958.8,15.03,470.68,67810.66,12.58
2,c_incunabula_fb681249_0003,synthetic-google-hashcode,66885,11711,91306,292.07,35581.38,17.57,506.08,65345.6,15.82
3,c_incunabula_0419c745_0004,synthetic-google-hashcode,100000,8438,100000,347.44,26647.61,15.03,449.68,70365.97,11.69
4,c_incunabula_b7239c35_0005,synthetic-google-hashcode,67699,10000,77625,275.93,29879.09,18.93,506.08,49511.38,6.91
5,c_incunabula_dd090f72_0006,synthetic-google-hashcode,77226,11797,80304,300.76,24155.3,12.19,724.35,26776.67,7.59
6,c_incunabula_2e5e7fc1_0007,synthetic-google-hashcode,97680,11029,63025,245.14,31565.09,15.03,506.08,55171.21,14.14
7,c_incunabula_d4e24ec3_0008,synthetic-google-hashcode,95598,13387,99435,300.76,24519.49,21.56,506.08,56620.86,7.17
8,c_incunabula_c79608cb_0009,synthetic-google-hashcode,92597,10000,73971,162.73,40099.0,7.55,556.76,43015.36,16.3
9,c_incunabula_3771fe66_0010,synthetic-google-hashcode,62563,14437,83990,300.76,29879.09,15.03,506.08,49511.38,16.48
10,c_incunabula_47cba839_0011,synthetic-google-hashcode,67364,7939,97330,362.82,39380.9,15.03,506.08,44892.74,13.68
11,c_incunabula_88bc8592_0012,synthetic-google-hashcode,53563,6553,52985,241.46,29879.09,11.54,298.89,62404.1,11.57
12,c_incunabula_412367be_0013,synthetic-google-hashcode,56995,10000,91609,300.76,37157.24,21.61,506.08,58099.94,11.69
13,c_incunabula_79ff9059_0014,synthetic-google-hashcode,66676,8770,100000,227.14,41114.43,16.99,612.2,42080.96,11.69
14,c_incunabula_475c897d_0015,synthetic-google-hashcode,52182,10000,75056,406.66,31121.55,15.03,703.05,37400.91,14.06
15,c_incunabula_88b4b802_0016,synthetic-google-hashcode,91446,7235,75250,300.76,19663.39,15.16,594.95,50296.53,17.3
16,c_incunabula_0d3fddca_0017,synthetic-google-hashcode,59537,5968,97092,298.02,22740.01,20.32,458.73,58870.87,16.91
17,c_incunabula_9a2f4e13_0018,synthetic-google-hashcode,52715,13526,87278,300.76,32159.96,12.53,421.77,49511.38,7.67
18,c_incunabula_cd903018_0019,synthetic-google-hashcode,57697,7582,60417,203.6,20435.78,18.16,506.08,41973.32,10.39
19,c_incunabula_1a93911c_0020,synthetic-google-hashcode,67554,7031,82121,365.84,33637.19,14.4,560.45,49646.39,8.31
