,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,b_read_on_b1e65e8e_0001,synthetic-google-hashcode,76990,100,1230,96.45,0.0,1059.72,8.62,1.08,0.0
1,b_read_on_ac3aef01_0002,synthetic-google-hashcode,100000,76,921,100.0,0.0,1000.0,9.56,1.0,0.0
2,b_read_on_31a588c2_0003,synthetic-google-hashcode,80245,100,1077,100.0,0.0,1045.95,14.8,1.24,0.0
3,b_read_on_42573ab4_0004,synthetic-google-hashcode,100000,71,1226,100.0,0.0,779.87,11.81,1.15,0.0
4,b_read_on_10d11cbc_0005,synthetic-google-hashcode,86407,100,1231,111.77,0.0,1000.0,13.13,1.19,0.0
5,b_read_on_0f127e1e_0006,synthetic-google-hashcode,100000,114,1057,100.0,0.0,1000.0,9.64,1.14,0.0
6,b_read_on_b6bfea16_0007,synthetic-google-hashcode,71542,93,1262,121.31,0.0,1000.0,12.89,1.23,0.0
7,b_read_on_19e024a1_0008,synthetic-google-hashcode,80518,116,1000,100.0,0.0,1000.0,11.81,1.09,0.0
8,b_read_on_016ff9fa_0009,synthetic-google-hashcode,94022,130,1000,103.67,0.0,762.07,10.36,1.27,0.0
9,b_read_on_b4c36b52_0010,synthetic-google-hashcode,87527,73,1005,104.31,0.0,1225.91,8.34,1.0,0.0
10,b_read_on_c4500c1b_0011,synthetic-google-hashcode,92031,105,1147,100.0,0.0,1237.93,11.81,1.0,0.0
11,b_read_on_6a2e4f0b_0012,synthetic-google-hashcode,97024,74,808,97.21,0.0,798.1,13.97,1.08,0.0
12,b_read_on_58555014_0013,synthetic-google-hashcode,98094,119,1000,72.25,0.0,1000.0,13.39,1.21,0.0
13,b_read_on_fdfde945_0014,synthetic-google-hashcode,96486,97,1280,106.82,0.0,1108.92,11.81,1.27,0.0
14,b_read_on_237dc7b4_0015,synthetic-google-hashcode,80668,117,900,90.02,0.0,976.52,11.81,1.25,0.0
15,b_read_on_ad27a8de_0016,synthetic-google-hashcode,75038,100,1000,91.45,0.0,1000.0,14.92,1.0,0.0
16,b_read_on_5cd9d1c5_0017,synthetic-google-hashcode,80883,124,1061,96.73,0.0,768.62,13.06,1.05,0.0
17,b_read_on_238ecda8_0018,synthetic-google-hashcode,100000,121,1172,101.74,0.0,883.16,11.55,1.0,0.0
18,b_read_on_a80fe212_0019,synthetic-google-hashcode,98731,79,1000,115.34,0.0,1209.24,12.65,1.16,0.0
19,b_read_on_86eac1d5_0020,synthetic-google-hashcode,93108,109,1000,100.0,0.0,1071.93,9.6,1.27,0.0
