,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,f_libraries_of_the_world_bc1291ea_0001,synthetic-google-hashcode,86829,1548,1053,479.98,87485.38,137.75,50.37,11.81,520.39
1,f_libraries_of_the_world_f5a911e3_0002,synthetic-google-hashcode,100000,708,687,635.12,86053.91,509.34,38.11,7.47,316.46
2,f_libraries_of_the_world_97df6b51_0003,synthetic-google-hashcode,60107,1000,888,367.89,69364.77,225.86,82.73,7.44,410.6
3,f_libraries_of_the_world_704a1da8_0004,synthetic-google-hashcode,26107,1693,1086,401.11,53362.16,509.34,203.96,1.59,557.47
4,f_libraries_of_the_world_953754f1_0005,synthetic-google-hashcode,53678,717,700,263.55,11573.09,127.88,251.82,7.47,812.33
5,f_libraries_of_the_world_c2b7fd03_0006,synthetic-google-hashcode,21886,919,700,401.11,40440.99,384.86,264.22,8.86,171.44
6,f_libraries_of_the_world_45f91099_0007,synthetic-google-hashcode,39987,1075,797,401.11,42092.44,425.12,166.19,7.47,235.17
7,f_libraries_of_the_world_41e15267_0008,synthetic-google-hashcode,100000,1000,193,401.11,22147.56,465.68,166.19,11.07,508.34
8,f_libraries_of_the_world_f3d72eb7_0009,synthetic-google-hashcode,100000,1387,673,401.11,48494.95,282.75,166.19,5.52,754.32
9,f_libraries_of_the_world_57dd1a72_0010,synthetic-google-hashcode,45047,1783,473,692.21,17277.64,436.02,166.19,2.48,506.18
10,f_libraries_of_the_world_fe81da65_0011,synthetic-google-hashcode,76587,1709,700,580.44,41266.97,509.34,46.82,11.47,716.99
11,f_libraries_of_the_world_c284aee9_0012,synthetic-google-hashcode,38044,1127,978,226.35,52318.11,509.34,226.39,7.77,166.49
12,f_libraries_of_the_world_234706fc_0013,synthetic-google-hashcode,35303,359,700,401.11,53362.16,682.59,85.24,6.48,843.81
13,f_libraries_of_the_world_52d53c5f_0014,synthetic-google-hashcode,30784,829,259,197.76,60168.82,362.49,265.87,7.47,550.31
14,f_libraries_of_the_world_308f0660_0015,synthetic-google-hashcode,78898,1625,1148,610.68,69095.63,342.38,234.39,12.83,202.38
15,f_libraries_of_the_world_c98d3ecb_0016,synthetic-google-hashcode,76002,830,700,287.13,25024.04,522.55,68.35,7.23,155.82
16,f_libraries_of_the_world_78da7bfd_0017,synthetic-google-hashcode,100000,392,1146,205.71,22715.61,796.35,166.19,7.47,348.23
17,f_libraries_of_the_world_87b3ae43_0018,synthetic-google-hashcode,100000,1669,918,226.81,42041.73,148.67,166.19,7.47,141.77
18,f_libraries_of_the_world_54623845_0019,synthetic-google-hashcode,100000,559,1201,444.12,53362.16,509.34,182.61,2.55,298.92
19,f_libraries_of_the_world_a3fd6a46_0020,synthetic-google-hashcode,100000,1463,679,585.36,37508.81,509.34,166.19,7.47,506.18
