,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,d_tough_choices_f3f272ea_0001,synthetic-google-hashcode,76273,28269,29187,63.75,0.0,8.08,2.18,1.0,7.78
1,d_tough_choices_48e22809_0002,synthetic-google-hashcode,84985,32143,32459,68.96,0.0,8.09,1.81,1.08,7.97
2,d_tough_choices_1ab796f9_0003,synthetic-google-hashcode,78600,29766,30001,60.05,0.0,7.59,2.0,1.0,7.97
3,d_tough_choices_5b51b643_0004,synthetic-google-hashcode,72972,31292,30001,68.4,0.0,6.87,1.85,1.08,7.53
4,d_tough_choices_1ddd5f31_0005,synthetic-google-hashcode,72341,30295,28857,59.59,0.0,7.69,2.0,1.03,7.58
5,d_tough_choices_5a736d8b_0006,synthetic-google-hashcode,84621,27729,30309,68.9,0.0,7.9,1.82,1.07,7.41
6,d_tough_choices_f7b133db_0007,synthetic-google-hashcode,70985,31215,31546,63.28,0.0,7.35,1.87,1.0,7.2
7,d_tough_choices_61835b35_0008,synthetic-google-hashcode,76188,28850,28287,67.53,0.0,7.85,2.15,1.08,7.63
8,d_tough_choices_7960bd52_0009,synthetic-google-hashcode,71112,30000,27982,68.73,0.0,6.64,2.0,1.03,7.24
9,d_tough_choices_ca32e3b3_0010,synthetic-google-hashcode,86321,30000,28379,70.02,0.0,8.04,1.88,1.03,7.36
10,d_tough_choices_30f44c99_0011,synthetic-google-hashcode,79362,30648,28981,70.41,0.0,7.65,1.9,1.09,7.76
11,d_tough_choices_742c3ad4_0012,synthetic-google-hashcode,79539,31663,30313,65.0,0.0,6.8,1.91,1.04,7.36
12,d_tough_choices_bfb1413d_0013,synthetic-google-hashcode,81275,30000,31588,67.47,0.0,7.36,2.1,1.05,6.75
13,d_tough_choices_4bc17316_0014,synthetic-google-hashcode,78600,28291,31305,71.39,0.0,7.12,2.03,1.04,7.12
14,d_tough_choices_00ec2eaf_0015,synthetic-google-hashcode,76745,28631,31167,62.88,0.0,8.04,1.92,1.0,8.07
15,d_tough_choices_4ca2f1fb_0016,synthetic-google-hashcode,77548,30000,30001,61.48,0.0,7.52,1.86,1.0,8.05
16,d_tough_choices_69e5e974_0017,synthetic-google-hashcode,74165,30402,30001,70.71,0.0,7.37,2.0,1.03,7.13
17,d_tough_choices_536f39e9_0018,synthetic-google-hashcode,73263,31291,29114,67.45,0.0,7.73,2.1,1.01,7.35
18,d_tough_choices_11cb7a14_0019,synthetic-google-hashcode,75983,32715,32781,71.3,0.0,7.58,1.97,1.07,7.78
19,d_tough_choices_e37c488e_0020,synthetic-google-hashcode,83867,31721,30007,59.81,0.0,7.94,1.99,1.09,7.36
