,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,e_so_many_books_d4537682_0001,synthetic-google-hashcode,95954,1288,211,151.03,8573.51,491.94,2.55,1.49,530.89
1,e_so_many_books_037f0728_0002,synthetic-google-hashcode,99042,1233,339,125.49,2985.81,332.19,2.9,2.01,611.86
2,e_so_many_books_40835431_0003,synthetic-google-hashcode,38743,462,107,121.12,7626.06,638.6,5.43,1.49,603.24
3,e_so_many_books_c98b056e_0004,synthetic-google-hashcode,100000,367,311,98.41,5187.1,639.66,3.4,1.57,629.15
4,e_so_many_books_6dc9a21a_0005,synthetic-google-hashcode,90138,1000,165,185.92,7199.53,351.71,5.43,1.49,676.4
5,e_so_many_books_1fb04eea_0006,synthetic-google-hashcode,33091,1516,300,128.52,7985.84,275.3,2.57,2.13,488.32
6,e_so_many_books_7814e475_0007,synthetic-google-hashcode,34502,587,221,125.49,5187.1,648.43,4.6,1.62,827.32
7,e_so_many_books_ce3065ac_0008,synthetic-google-hashcode,90789,1599,264,176.91,5187.1,343.73,9.07,1.94,488.32
8,e_so_many_books_9ce2dd87_0009,synthetic-google-hashcode,56640,1145,200,59.15,2338.99,493.17,6.61,2.14,488.32
9,e_so_many_books_94ad5a14_0010,synthetic-google-hashcode,58770,673,136,125.49,2829.37,154.48,3.46,1.25,187.83
10,e_so_many_books_a6f8065a_0011,synthetic-google-hashcode,65785,824,286,50.59,4822.04,747.42,3.42,2.31,517.69
11,e_so_many_books_47d793b3_0012,synthetic-google-hashcode,56997,817,200,154.31,5187.1,643.07,3.86,1.88,488.32
12,e_so_many_books_380a8d8c_0013,synthetic-google-hashcode,94260,1146,119,140.87,2240.71,491.94,6.36,1.35,706.74
13,e_so_many_books_8e0a94fe_0014,synthetic-google-hashcode,48938,1609,253,163.86,1804.8,407.68,2.69,1.31,348.21
14,e_so_many_books_5461a1c1_0015,synthetic-google-hashcode,79292,487,165,138.41,7827.6,731.87,5.43,1.71,312.41
15,e_so_many_books_9c8d2d35_0016,synthetic-google-hashcode,42891,495,200,161.93,2674.21,711.34,6.4,1.65,149.65
16,e_so_many_books_474ad72c_0017,synthetic-google-hashcode,86849,1000,227,151.96,3449.78,491.94,4.94,1.13,488.32
17,e_so_many_books_4d89f71d_0018,synthetic-google-hashcode,49596,1443,141,174.23,7057.22,491.94,4.88,1.09,150.54
18,e_so_many_books_4cc88081_0019,synthetic-google-hashcode,35239,401,265,71.04,5187.1,786.46,3.65,2.29,698.71
19,e_so_many_books_c0833b41_0020,synthetic-google-hashcode,75595,595,126,125.49,5187.1,170.34,8.12,2.44,430.41
