,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,d_tough_choices_fad6c114_0001,synthetic-google-hashcode,78600,43410,15312,60.27,0.0,5.12,2.43,1.12,6.21
1,d_tough_choices_7b062344_0002,synthetic-google-hashcode,78600,21370,11997,87.97,0.0,10.69,1.53,1.55,8.03
2,d_tough_choices_00c20f2f_0003,synthetic-google-hashcode,40634,39820,13866,94.03,0.0,5.14,2.58,1.15,4.42
3,d_tough_choices_b557c4b3_0004,synthetic-google-hashcode,45293,40634,48973,61.5,0.0,7.36,3.22,1.69,9.98
4,d_tough_choices_4a47cfa3_0005,synthetic-google-hashcode,40190,47227,43932,31.7,0.0,7.36,2.0,1.51,5.63
5,d_tough_choices_16d2bf23_0006,synthetic-google-hashcode,71752,10157,29651,67.78,0.0,6.57,1.15,1.44,4.46
6,d_tough_choices_be5c0169_0007,synthetic-google-hashcode,94521,29773,45531,97.54,0.0,2.86,1.48,1.48,10.81
7,d_tough_choices_532ac607_0008,synthetic-google-hashcode,29888,24720,33254,103.45,0.0,4.69,2.0,1.26,6.23
8,d_tough_choices_75bfe7c9_0009,synthetic-google-hashcode,32300,30399,35390,57.0,0.0,7.36,2.73,1.35,9.3
9,d_tough_choices_a7936fd5_0010,synthetic-google-hashcode,99438,22407,33765,65.0,0.0,7.36,2.0,1.0,10.53
10,d_tough_choices_e97ff92d_0011,synthetic-google-hashcode,73200,24052,35440,46.23,0.0,12.1,2.3,1.1,6.55
11,d_tough_choices_9989ab03_0012,synthetic-google-hashcode,78600,27119,25834,59.92,0.0,4.09,2.91,1.53,6.58
12,d_tough_choices_f81e1144_0013,synthetic-google-hashcode,49938,12296,30001,53.79,0.0,5.61,2.0,1.13,12.29
13,d_tough_choices_0c7893cf_0014,synthetic-google-hashcode,80604,31541,11400,103.47,0.0,7.36,3.27,1.38,8.88
14,d_tough_choices_75b32670_0015,synthetic-google-hashcode,36994,30000,16067,56.0,0.0,7.36,1.56,1.21,6.88
15,d_tough_choices_60ef53b7_0016,synthetic-google-hashcode,78600,20517,20117,66.63,0.0,12.04,2.16,1.0,10.11
16,d_tough_choices_d8918885_0017,synthetic-google-hashcode,74360,46025,13701,50.14,0.0,4.62,3.26,1.34,10.0
17,d_tough_choices_714891f2_0018,synthetic-google-hashcode,94835,33217,48079,65.0,0.0,7.59,2.0,1.09,3.95
18,d_tough_choices_9ad94594_0019,synthetic-google-hashcode,78626,28533,30001,65.0,0.0,6.31,2.0,1.49,7.36
19,d_tough_choices_5daaa80d_0020,synthetic-google-hashcode,94028,39904,40713,78.6,0.0,7.36,1.12,1.07,7.36
