,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,f_libraries_of_the_world_140981eb_0001,synthetic-google-hashcode,78080,1063,790,390.04,53362.16,325.96,166.19,7.05,506.17
1,f_libraries_of_the_world_3c374245_0002,synthetic-google-hashcode,77712,1022,649,393.55,37200.04,512.35,121.42,7.13,486.58
2,f_libraries_of_the_world_d5468a85_0003,synthetic-google-hashcode,84938,974,580,332.99,61679.47,385.72,166.19,8.09,360.03
3,f_libraries_of_the_world_694cd2da_0004,synthetic-google-hashcode,100000,1384,980,539.49,41927.09,491.84,164.96,10.22,506.18
4,f_libraries_of_the_world_d6693afd_0005,synthetic-google-hashcode,76102,764,554,488.19,55127.08,509.34,164.9,6.12,670.55
5,f_libraries_of_the_world_a78cb812_0006,synthetic-google-hashcode,100000,1219,455,376.98,54094.54,608.57,137.48,7.85,361.36
6,f_libraries_of_the_world_7a43f9f8_0007,synthetic-google-hashcode,93492,1271,652,284.57,53362.16,509.34,163.86,6.84,649.67
7,f_libraries_of_the_world_357ff463_0008,synthetic-google-hashcode,95412,937,633,476.69,38711.42,421.8,190.21,9.12,351.71
8,f_libraries_of_the_world_35e30970_0009,synthetic-google-hashcode,100000,1297,805,392.49,53362.16,509.34,143.3,8.92,663.76
9,f_libraries_of_the_world_9f89189c_0010,synthetic-google-hashcode,100000,711,700,362.53,53362.16,524.4,145.23,4.81,473.96
10,f_libraries_of_the_world_14b3dfc2_0011,synthetic-google-hashcode,93326,847,434,401.11,67874.96,509.34,172.5,10.4,433.86
11,f_libraries_of_the_world_a66802ce_0012,synthetic-google-hashcode,81935,610,461,414.23,61708.22,450.63,180.37,7.47,506.18
12,f_libraries_of_the_world_9c2999e2_0013,synthetic-google-hashcode,70661,1000,700,254.86,38120.77,426.88,161.44,7.97,314.54
13,f_libraries_of_the_world_82e6f23c_0014,synthetic-google-hashcode,100000,616,719,475.2,57970.8,659.56,200.76,10.05,699.85
14,f_libraries_of_the_world_71035ea4_0015,synthetic-google-hashcode,100000,832,500,401.11,53362.16,386.68,166.19,7.41,506.18
15,f_libraries_of_the_world_a67fb135_0016,synthetic-google-hashcode,70673,1000,578,412.64,39011.23,509.34,166.19,6.59,506.18
16,f_libraries_of_the_world_f705ba49_0017,synthetic-google-hashcode,99979,729,700,408.01,73618.3,637.14,166.19,9.6,346.23
17,f_libraries_of_the_world_9b0e85c7_0018,synthetic-google-hashcode,65410,802,700,281.84,33174.51,565.48,220.53,7.47,440.73
18,f_libraries_of_the_world_4f882e3c_0019,synthetic-google-hashcode,76584,747,684,315.54,42662.14,376.11,156.0,4.83,667.63
19,f_libraries_of_the_world_624a2291_0020,synthetic-google-hashcode,71013,985,455,412.28,32681.14,615.34,166.19,9.66,558.62
