,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,b_read_on_d746f9bb_0001,synthetic-google-hashcode,77569,100,1362,132.45,0.0,1088.4,14.57,1.47,0.0
1,b_read_on_d79a6801_0002,synthetic-google-hashcode,92944,68,1394,112.16,0.0,1000.0,10.31,1.34,0.0
2,b_read_on_cd5c98ac_0003,synthetic-google-hashcode,100000,149,1291,123.48,0.0,1000.0,7.32,1.1,0.0
3,b_read_on_4ba8d52e_0004,synthetic-google-hashcode,53592,100,1199,100.0,0.0,1354.44,12.7,1.16,0.0
4,b_read_on_787a521a_0005,synthetic-google-hashcode,73774,76,1000,147.7,0.0,1248.98,11.81,1.46,0.0
5,b_read_on_71fa7400_0006,synthetic-google-hashcode,93568,76,1395,100.0,0.0,1158.87,9.18,1.0,0.0
6,b_read_on_0be18e64_0007,synthetic-google-hashcode,73495,55,1000,144.27,0.0,1205.22,9.18,1.11,0.0
7,b_read_on_ddca02e5_0008,synthetic-google-hashcode,70383,73,1053,58.29,0.0,1011.76,9.27,1.08,0.0
8,b_read_on_d5edd370_0009,synthetic-google-hashcode,71737,100,1000,100.0,0.0,1000.0,16.32,1.1,0.0
9,b_read_on_a57f1e19_0010,synthetic-google-hashcode,61923,109,1453,69.69,0.0,1179.34,14.21,1.14,0.0
10,b_read_on_7ffc5e97_0011,synthetic-google-hashcode,76000,150,1094,92.28,0.0,1211.9,15.36,1.0,0.0
11,b_read_on_4de8c33f_0012,synthetic-google-hashcode,100000,100,1054,54.79,0.0,1379.32,11.81,1.0,0.0
12,b_read_on_51014789_0013,synthetic-google-hashcode,55791,128,784,100.0,0.0,1000.0,12.06,1.25,0.0
13,b_read_on_14a9567a_0014,synthetic-google-hashcode,61934,79,1257,140.15,0.0,831.98,12.68,1.0,0.0
14,b_read_on_be17d1b3_0015,synthetic-google-hashcode,53885,73,1000,145.43,0.0,1264.61,14.21,1.05,0.0
15,b_read_on_314ff564_0016,synthetic-google-hashcode,68852,118,1029,66.5,0.0,1000.0,7.2,1.04,0.0
16,b_read_on_5a1d2725_0017,synthetic-google-hashcode,52764,84,857,68.53,0.0,1426.07,6.93,1.4,0.0
17,b_read_on_0b40464f_0018,synthetic-google-hashcode,99699,53,1010,99.69,0.0,735.8,17.36,1.31,0.0
18,b_read_on_2b0108e4_0019,synthetic-google-hashcode,66482,143,1205,96.54,0.0,992.56,11.81,1.03,0.0
19,b_read_on_1a741b75_0020,synthetic-google-hashcode,100000,149,1000,96.79,0.0,1000.0,14.65,1.13,0.0
