,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,d_tough_choices_246f44ec_0001,synthetic-google-hashcode,38162,19321,30070,65.0,0.0,8.58,2.0,1.29,8.19
1,d_tough_choices_d35ebeb6_0002,synthetic-google-hashcode,48490,46176,36466,69.39,0.0,3.6,2.38,1.06,10.01
2,d_tough_choices_70f990fb_0003,synthetic-google-hashcode,62526,30000,14430,43.48,0.0,7.36,1.67,1.28,9.82
3,d_tough_choices_958c49f0_0004,synthetic-google-hashcode,78600,43124,44455,65.0,0.0,9.03,1.7,1.16,8.83
4,d_tough_choices_3e1eff1d_0005,synthetic-google-hashcode,89064,30000,30001,73.5,0.0,7.98,3.0,1.0,10.49
5,d_tough_choices_22591f5f_0006,synthetic-google-hashcode,78600,25184,30001,39.74,0.0,5.03,1.89,1.57,7.8
6,d_tough_choices_ed71e3a7_0007,synthetic-google-hashcode,78600,30000,32535,34.26,0.0,10.64,2.14,1.25,5.43
7,d_tough_choices_a7236270_0008,synthetic-google-hashcode,88587,46137,36903,84.61,0.0,8.47,1.66,1.0,10.6
8,d_tough_choices_8af3c6dd_0009,synthetic-google-hashcode,74424,38953,30001,92.34,0.0,7.36,2.64,1.3,9.7
9,d_tough_choices_4f721c50_0010,synthetic-google-hashcode,57064,30000,28839,75.68,0.0,10.61,1.19,1.52,5.28
10,d_tough_choices_efa8c9a1_0011,synthetic-google-hashcode,87344,44663,24459,51.31,0.0,11.31,1.25,1.57,7.96
11,d_tough_choices_5ce5b9d6_0012,synthetic-google-hashcode,82176,41371,26524,65.0,0.0,7.36,1.07,1.54,8.61
12,d_tough_choices_8b284324_0013,synthetic-google-hashcode,70662,24517,25709,98.09,0.0,7.36,1.34,1.32,10.85
13,d_tough_choices_f1de90a6_0014,synthetic-google-hashcode,76377,20811,46679,78.45,0.0,10.89,1.59,1.3,3.88
14,d_tough_choices_2609ca36_0015,synthetic-google-hashcode,78600,44170,42125,65.0,0.0,4.19,2.18,1.11,6.63
15,d_tough_choices_6dbeddd0_0016,synthetic-google-hashcode,91448,30000,36704,45.32,0.0,5.31,2.92,1.49,10.07
16,d_tough_choices_d854fc91_0017,synthetic-google-hashcode,57811,24029,30001,70.46,0.0,8.09,2.0,1.14,4.83
17,d_tough_choices_32190b3a_0018,synthetic-google-hashcode,87632,36396,24216,38.66,0.0,4.13,2.0,1.57,10.15
18,d_tough_choices_35dda32f_0019,synthetic-google-hashcode,76798,43523,42622,26.49,0.0,10.15,2.68,1.0,10.14
19,d_tough_choices_1002b8d4_0020,synthetic-google-hashcode,78600,26756,30001,57.83,0.0,10.92,2.0,1.0,3.17
