,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,b_read_on_bb65b82f_0001,synthetic-google-hashcode,98427,93,1008,92.56,0.0,918.75,12.24,1.04,0.0
1,b_read_on_a3a0fb72_0002,synthetic-google-hashcode,90370,107,1075,100.0,0.0,1010.17,12.79,1.02,0.0
2,b_read_on_ae764741_0003,synthetic-google-hashcode,90102,107,1040,93.12,0.0,1000.0,10.91,1.1,0.0
3,b_read_on_a1f9bbd1_0004,synthetic-google-hashcode,92715,100,996,95.07,0.0,1000.0,12.18,1.07,0.0
4,b_read_on_b90f49a0_0005,synthetic-google-hashcode,91850,103,900,95.03,0.0,1000.82,11.48,1.09,0.0
5,b_read_on_63152f68_0006,synthetic-google-hashcode,95548,92,917,95.76,0.0,1074.17,11.81,1.09,0.0
6,b_read_on_2c13bfa0_0007,synthetic-google-hashcode,97777,106,1099,106.96,0.0,910.34,12.38,1.06,0.0
7,b_read_on_2d885f5d_0008,synthetic-google-hashcode,96145,92,1000,101.08,0.0,1084.17,12.58,1.0,0.0
8,b_read_on_01f99cf5_0009,synthetic-google-hashcode,95150,108,1061,96.97,0.0,947.54,12.83,1.04,0.0
9,b_read_on_328b35fa_0010,synthetic-google-hashcode,91114,103,1016,102.6,0.0,990.34,11.69,1.03,0.0
10,b_read_on_9dd53cfe_0011,synthetic-google-hashcode,93086,104,1097,103.16,0.0,1065.2,12.13,1.1,0.0
11,b_read_on_65979f81_0012,synthetic-google-hashcode,100000,100,1000,100.0,0.0,1042.96,12.54,1.0,0.0
12,b_read_on_52955c0d_0013,synthetic-google-hashcode,96570,103,933,100.0,0.0,999.57,11.79,1.02,0.0
13,b_read_on_783ef8e9_0014,synthetic-google-hashcode,94191,101,1014,109.0,0.0,1092.85,11.81,1.01,0.0
14,b_read_on_05d2f01a_0015,synthetic-google-hashcode,97660,100,1021,92.75,0.0,1087.04,11.47,1.02,0.0
15,b_read_on_d72938be_0016,synthetic-google-hashcode,91911,92,1073,103.4,0.0,1009.85,12.46,1.04,0.0
16,b_read_on_3f0495a3_0017,synthetic-google-hashcode,97620,93,986,109.06,0.0,1000.0,12.68,1.03,0.0
17,b_read_on_2b7b3309_0018,synthetic-google-hashcode,90073,103,917,100.0,0.0,1000.0,12.59,1.0,0.0
18,b_read_on_64dbee78_0019,synthetic-google-hashcode,100000,100,1021,91.87,0.0,922.86,11.81,1.0,0.0
19,b_read_on_01fe9967_0020,synthetic-google-hashcode,100000,98,972,95.96,0.0,944.39,11.5,1.08,0.0
