,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,f_libraries_of_the_world_abe32948_0001,synthetic-google-hashcode,46411,1895,1128,96.48,25156.55,474.11,329.91,2.55,731.51
1,f_libraries_of_the_world_8107b36a_0002,synthetic-google-hashcode,82866,602,195,401.11,57009.46,632.81,228.74,14.05,506.18
2,f_libraries_of_the_world_a9d08e60_0003,synthetic-google-hashcode,100000,1045,1078,226.06,87866.69,306.72,214.62,8.67,548.96
3,f_libraries_of_the_world_959238f1_0004,synthetic-google-hashcode,100000,1409,1050,504.74,53362.16,672.04,283.98,14.63,71.61
4,f_libraries_of_the_world_81ad22c2_0005,synthetic-google-hashcode,31182,950,520,747.82,59362.74,892.68,166.19,2.05,298.55
5,f_libraries_of_the_world_65676651_0006,synthetic-google-hashcode,40366,1000,335,196.25,2215.01,201.93,105.01,13.93,192.48
6,f_libraries_of_the_world_c1d88d97_0007,synthetic-google-hashcode,73317,203,700,280.0,61198.4,918.73,166.19,11.5,621.52
7,f_libraries_of_the_world_e36b6183_0008,synthetic-google-hashcode,100000,187,1063,133.19,53362.16,509.34,3.32,4.31,368.06
8,f_libraries_of_the_world_72c31fd2_0009,synthetic-google-hashcode,30882,1080,220,62.32,63310.34,509.34,166.19,2.18,613.15
9,f_libraries_of_the_world_292030d4_0010,synthetic-google-hashcode,50914,872,700,346.18,33953.97,509.34,230.58,3.38,334.82
10,f_libraries_of_the_world_f954681c_0011,synthetic-google-hashcode,727,1000,37,307.2,5647.67,967.57,166.19,6.58,289.4
11,f_libraries_of_the_world_a10e0b8e_0012,synthetic-google-hashcode,100000,1328,589,379.69,53362.16,509.34,156.64,7.47,506.18
12,f_libraries_of_the_world_050e137f_0013,synthetic-google-hashcode,100000,345,671,611.51,35947.47,74.15,81.16,7.47,541.57
13,f_libraries_of_the_world_a1a25d3b_0014,synthetic-google-hashcode,100000,47,700,746.27,34314.35,724.87,107.65,5.81,296.65
14,f_libraries_of_the_world_04deb95a_0015,synthetic-google-hashcode,100000,1915,695,178.7,88641.71,614.08,297.69,9.98,586.03
15,f_libraries_of_the_world_a6747f07_0016,synthetic-google-hashcode,85978,810,700,678.67,10567.98,1009.14,166.19,7.47,910.64
16,f_libraries_of_the_world_9f86f0f2_0017,synthetic-google-hashcode,100000,394,700,506.67,31084.9,949.72,147.32,7.47,506.18
17,f_libraries_of_the_world_93138759_0018,synthetic-google-hashcode,14694,1000,1278,215.66,105353.45,717.86,316.68,14.89,506.18
18,f_libraries_of_the_world_22e0fd08_0019,synthetic-google-hashcode,21199,287,700,165.92,50369.01,509.34,166.19,4.83,639.93
19,f_libraries_of_the_world_d688c8b6_0020,synthetic-google-hashcode,100000,1274,1217,801.48,24868.62,368.13,166.19,7.47,347.31
