,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,b_read_on_bed4122a_0001,synthetic-google-hashcode,77147,136,1000,157.36,0.0,364.91,5.19,1.92,0.0
1,b_read_on_56811c7b_0002,synthetic-google-hashcode,79791,100,1535,100.0,0.0,132.54,14.82,1.0,0.0
2,b_read_on_66618a42_0003,synthetic-google-hashcode,14513,119,92,120.36,0.0,1000.0,20.05,1.88,0.0
3,b_read_on_aac2e6ab_0004,synthetic-google-hashcode,69905,60,1078,11.21,0.0,1000.0,11.44,1.81,0.0
4,b_read_on_d77cd34c_0005,synthetic-google-hashcode,63340,100,1000,14.76,0.0,1000.0,11.81,1.04,0.0
5,b_read_on_695ee752_0006,synthetic-google-hashcode,40996,100,1489,48.19,0.0,718.59,12.77,1.41,0.0
6,b_read_on_4b10b4d7_0007,synthetic-google-hashcode,100000,100,1000,188.92,0.0,1869.62,17.22,1.74,0.0
7,b_read_on_1e42245f_0008,synthetic-google-hashcode,9164,70,1000,100.0,0.0,22.72,20.12,1.03,0.0
8,b_read_on_c7537f3d_0009,synthetic-google-hashcode,9263,100,259,117.63,0.0,1636.47,14.61,1.94,0.0
9,b_read_on_1ac13f76_0010,synthetic-google-hashcode,96690,111,1373,44.28,0.0,1817.08,17.6,1.25,0.0
10,b_read_on_c7346a6c_0011,synthetic-google-hashcode,56319,104,1673,100.0,0.0,1548.41,22.54,1.0,0.0
11,b_read_on_f0a61a7e_0012,synthetic-google-hashcode,68167,16,1575,100.8,0.0,1056.65,18.6,1.66,0.0
12,b_read_on_eb906eb8_0013,synthetic-google-hashcode,93217,138,693,100.0,0.0,1861.24,11.81,1.59,0.0
13,b_read_on_fb23684a_0014,synthetic-google-hashcode,100000,31,356,80.9,0.0,756.33,11.81,1.91,0.0
14,b_read_on_75d57d7c_0015,synthetic-google-hashcode,14878,121,1000,127.84,0.0,542.15,12.94,1.0,0.0
15,b_read_on_65845de0_0016,synthetic-google-hashcode,38805,100,489,100.0,0.0,1942.49,9.55,1.56,0.0
16,b_read_on_760a84db_0017,synthetic-google-hashcode,82990,174,1400,153.88,0.0,1902.3,9.18,1.94,0.0
17,b_read_on_d402b5d7_0018,synthetic-google-hashcode,12894,132,159,100.0,0.0,221.36,9.41,1.9,0.0
18,b_read_on_20401f07_0019,synthetic-google-hashcode,100000,43,1671,101.81,0.0,1727.0,11.81,1.16,0.0
19,b_read_on_a53a1fbf_0020,synthetic-google-hashcode,48572,59,172,160.22,0.0,931.21,11.81,1.16,0.0
