,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,f_libraries_of_the_world_1ae14e4c_0001,synthetic-google-hashcode,98085,1000,700,543.99,58897.71,346.08,166.19,7.47,455.01
1,f_libraries_of_the_world_7b3ae956_0002,synthetic-google-hashcode,100000,787,700,228.56,27548.35,463.59,96.14,4.53,506.18
2,f_libraries_of_the_world_259fae4a_0003,synthetic-google-hashcode,100000,1000,904,261.95,28423.41,509.34,99.47,11.04,509.23
3,f_libraries_of_the_world_82c3d094_0004,synthetic-google-hashcode,77895,1000,731,427.5,58705.74,312.08,149.27,9.73,292.51
4,f_libraries_of_the_world_36fd1b55_0005,synthetic-google-hashcode,100000,787,682,401.11,53362.16,363.71,166.19,7.47,315.83
5,f_libraries_of_the_world_11a449cb_0006,synthetic-google-hashcode,61224,1435,1026,454.42,44764.73,412.06,162.74,7.47,679.26
6,f_libraries_of_the_world_aceff864_0007,synthetic-google-hashcode,70530,1000,639,247.91,42930.56,255.89,92.53,7.93,632.33
7,f_libraries_of_the_world_ff25eb73_0008,synthetic-google-hashcode,78375,1327,700,401.11,53362.16,428.65,128.19,6.61,639.02
8,f_libraries_of_the_world_a2f6c7b7_0009,synthetic-google-hashcode,97123,1483,350,401.11,53362.16,573.7,170.23,7.47,629.68
9,f_libraries_of_the_world_7f64e71e_0010,synthetic-google-hashcode,85628,632,481,401.11,31782.07,509.34,113.38,7.47,695.73
10,f_libraries_of_the_world_c70054eb_0011,synthetic-google-hashcode,83710,1016,564,326.52,53362.16,509.34,166.19,10.77,475.72
11,f_libraries_of_the_world_1a51a422_0012,synthetic-google-hashcode,63592,1007,574,248.87,39463.33,509.34,157.26,7.02,618.37
12,f_libraries_of_the_world_d3b199b1_0013,synthetic-google-hashcode,100000,1000,700,401.11,27236.77,532.4,222.9,4.42,410.0
13,f_libraries_of_the_world_27959e9c_0014,synthetic-google-hashcode,100000,1201,735,401.11,31516.29,425.16,236.62,9.43,506.18
14,f_libraries_of_the_world_e334088f_0015,synthetic-google-hashcode,57306,1000,1009,580.54,28081.75,306.53,128.21,8.42,567.1
15,f_libraries_of_the_world_50b90a83_0016,synthetic-google-hashcode,90337,849,819,401.11,65518.97,361.58,207.66,5.72,588.76
16,f_libraries_of_the_world_1b3a2a52_0017,synthetic-google-hashcode,82060,820,700,280.1,44088.83,423.28,85.62,7.47,506.18
17,f_libraries_of_the_world_2a89a20e_0018,synthetic-google-hashcode,75581,1083,879,401.11,71658.65,576.95,176.08,8.61,296.81
18,f_libraries_of_the_world_e7d8c41b_0019,synthetic-google-hashcode,82885,801,466,257.11,53362.16,509.34,98.74,9.93,506.18
19,f_libraries_of_the_world_9db8de80_0020,synthetic-google-hashcode,92530,1098,700,517.36,53362.16,444.92,115.65,8.37,644.75
