,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,f_libraries_of_the_world_3342676d_0001,synthetic-google-hashcode,85902,781,850,400.69,63227.62,509.34,121.68,6.16,419.39
1,f_libraries_of_the_world_31f9cdbd_0002,synthetic-google-hashcode,82630,1000,907,409.48,62277.43,420.09,198.89,5.66,528.02
2,f_libraries_of_the_world_152fbda2_0003,synthetic-google-hashcode,73296,1097,688,401.11,51867.44,654.83,119.42,7.0,506.18
3,f_libraries_of_the_world_d9c92d9a_0004,synthetic-google-hashcode,99157,894,777,395.52,45757.47,382.91,155.2,7.47,506.18
4,f_libraries_of_the_world_0c65862e_0005,synthetic-google-hashcode,91340,1276,582,348.17,53362.16,431.14,170.88,6.66,498.58
5,f_libraries_of_the_world_77bcf1e9_0006,synthetic-google-hashcode,97998,1274,757,401.11,68086.88,593.78,166.19,5.68,387.36
6,f_libraries_of_the_world_9d118307_0007,synthetic-google-hashcode,72025,714,700,419.03,53362.16,609.42,183.83,5.73,605.74
7,f_libraries_of_the_world_a80d57ae_0008,synthetic-google-hashcode,100000,746,732,431.36,58998.55,509.34,137.67,6.77,357.78
8,f_libraries_of_the_world_b456e191_0009,synthetic-google-hashcode,93648,1000,587,504.54,53362.16,557.78,187.75,9.03,506.18
9,f_libraries_of_the_world_a76186db_0010,synthetic-google-hashcode,92583,1000,516,480.84,53362.16,469.02,142.96,7.47,650.84
10,f_libraries_of_the_world_dc94c346_0011,synthetic-google-hashcode,79907,963,823,396.76,42883.46,498.04,153.53,8.89,617.49
11,f_libraries_of_the_world_8af9e5de_0012,synthetic-google-hashcode,89254,915,604,401.11,54235.19,541.96,177.84,9.52,359.71
12,f_libraries_of_the_world_adaffba6_0013,synthetic-google-hashcode,87138,1000,700,401.11,55116.08,509.34,152.36,7.47,409.65
13,f_libraries_of_the_world_a6fa112e_0014,synthetic-google-hashcode,100000,929,897,321.04,39286.4,659.62,197.32,6.91,391.35
14,f_libraries_of_the_world_a98512ba_0015,synthetic-google-hashcode,95547,1087,521,489.69,53362.16,509.34,156.89,9.28,506.18
15,f_libraries_of_the_world_4a60030a_0016,synthetic-google-hashcode,81120,1000,555,401.11,67929.96,365.4,160.84,6.09,388.11
16,f_libraries_of_the_world_e3a20244_0017,synthetic-google-hashcode,100000,1000,785,376.16,54192.61,596.63,189.04,7.73,588.06
17,f_libraries_of_the_world_9cd17b37_0018,synthetic-google-hashcode,100000,815,852,442.91,43606.23,430.82,176.31,7.04,506.18
18,f_libraries_of_the_world_02e93456_0019,synthetic-google-hashcode,93212,954,726,431.42,44198.24,411.25,199.45,8.62,569.24
19,f_libraries_of_the_world_2b290fa8_0020,synthetic-google-hashcode,76882,925,518,457.76,53362.16,570.95,153.73,5.24,506.18
