,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,f_libraries_of_the_world_5bc0a562_0001,synthetic-google-hashcode,81443,859,679,403.97,63819.01,509.34,142.47,6.68,414.67
1,f_libraries_of_the_world_f576146b_0002,synthetic-google-hashcode,85790,1000,613,401.11,62895.21,413.89,173.17,7.47,506.18
2,f_libraries_of_the_world_1f4510f6_0003,synthetic-google-hashcode,93576,1078,763,401.11,53362.16,579.99,177.25,7.47,477.61
3,f_libraries_of_the_world_1e6a3fe4_0004,synthetic-google-hashcode,87042,1087,784,392.08,49076.57,472.69,183.64,7.73,598.53
4,f_libraries_of_the_world_a64e560d_0005,synthetic-google-hashcode,94177,947,700,340.53,45075.24,512.66,155.82,8.31,501.1
5,f_libraries_of_the_world_f104386f_0006,synthetic-google-hashcode,100000,1053,667,466.37,46799.1,457.46,165.9,7.47,506.18
6,f_libraries_of_the_world_18da8a5a_0007,synthetic-google-hashcode,94305,1199,700,419.76,47509.85,568.35,194.14,8.47,601.13
7,f_libraries_of_the_world_2e8aa30c_0008,synthetic-google-hashcode,98358,1000,702,384.53,53362.16,509.34,166.19,7.47,500.11
8,f_libraries_of_the_world_276464eb_0009,synthetic-google-hashcode,95782,1000,690,410.45,57319.5,499.33,186.03,8.74,567.03
9,f_libraries_of_the_world_dca2bf9c_0010,synthetic-google-hashcode,100000,1000,719,430.37,47749.77,408.01,189.6,6.79,574.52
10,f_libraries_of_the_world_cc8711f3_0011,synthetic-google-hashcode,98969,954,700,418.77,53663.33,489.97,159.32,8.39,603.41
11,f_libraries_of_the_world_bbc8d4ea_0012,synthetic-google-hashcode,80375,924,700,401.11,53052.9,556.6,137.09,6.79,559.94
12,f_libraries_of_the_world_8acfc2d1_0013,synthetic-google-hashcode,93689,968,811,356.59,45709.8,533.59,166.19,7.47,548.52
13,f_libraries_of_the_world_d21b14ed_0014,synthetic-google-hashcode,90999,1121,829,397.34,61675.13,469.04,144.44,8.43,506.18
14,f_libraries_of_the_world_43ccc004_0015,synthetic-google-hashcode,92260,1069,750,467.48,54680.62,476.43,187.37,7.45,506.18
15,f_libraries_of_the_world_5f16d873_0016,synthetic-google-hashcode,98691,1072,735,435.78,43828.16,467.59,143.14,6.83,506.18
16,f_libraries_of_the_world_69cfdd74_0017,synthetic-google-hashcode,86636,1000,771,478.39,61570.6,579.24,137.1,8.1,415.39
17,f_libraries_of_the_world_41a0f152_0018,synthetic-google-hashcode,96284,965,700,401.11,60902.86,508.25,146.44,8.96,588.08
18,f_libraries_of_the_world_94cc7282_0019,synthetic-google-hashcode,94259,1108,707,455.82,61103.34,437.69,166.19,8.82,504.59
19,f_libraries_of_the_world_6d5c70ca_0020,synthetic-google-hashcode,87283,1048,661,423.48,56171.0,431.6,166.19,8.24,539.62
