,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,d_tough_choices_1a50e9da_0001,synthetic-google-hashcode,24277,40977,15249,50.02,0.0,3.94,3.25,1.8,6.73
1,d_tough_choices_68c7cfe3_0002,synthetic-google-hashcode,10135,22191,30001,65.0,0.0,7.36,1.04,1.57,7.36
2,d_tough_choices_941483c3_0003,synthetic-google-hashcode,71813,30000,38743,65.0,0.0,7.34,2.4,1.42,7.25
3,d_tough_choices_ffd7f9f1_0004,synthetic-google-hashcode,99013,31798,3735,94.34,0.0,9.22,2.28,1.01,7.36
4,d_tough_choices_277699cf_0005,synthetic-google-hashcode,73556,17349,3129,54.53,0.0,13.23,3.77,1.21,0.33
5,d_tough_choices_521cc9c6_0006,synthetic-google-hashcode,61180,30000,45826,122.81,0.0,1.4,2.31,1.49,7.36
6,d_tough_choices_71c99ec2_0007,synthetic-google-hashcode,38016,46629,1467,61.57,0.0,4.17,2.0,1.72,12.76
7,d_tough_choices_4983c97c_0008,synthetic-google-hashcode,45775,22134,30001,59.53,0.0,6.81,1.1,1.08,5.67
8,d_tough_choices_c5e158ef_0009,synthetic-google-hashcode,52795,30000,30001,0.49,0.0,9.51,2.0,1.26,9.18
9,d_tough_choices_02a84170_0010,synthetic-google-hashcode,78600,50349,48757,48.18,0.0,7.36,2.0,1.58,6.29
10,d_tough_choices_41209ef6_0011,synthetic-google-hashcode,97679,59713,11711,65.0,0.0,10.26,2.03,1.29,0.94
11,d_tough_choices_dcf54ad6_0012,synthetic-google-hashcode,9157,32936,58003,65.0,0.0,9.08,2.0,1.23,5.08
12,d_tough_choices_af416215_0013,synthetic-google-hashcode,20106,45667,6231,118.62,0.0,11.14,3.45,1.71,0.23
13,d_tough_choices_cf2fd875_0014,synthetic-google-hashcode,78600,30000,34779,101.29,0.0,2.67,1.29,1.4,7.36
14,d_tough_choices_6bbdfd76_0015,synthetic-google-hashcode,78600,17536,766,75.05,0.0,11.26,1.33,1.51,10.43
15,d_tough_choices_9e74f464_0016,synthetic-google-hashcode,64581,19462,13536,95.56,0.0,5.26,1.94,1.98,11.32
16,d_tough_choices_20ed3703_0017,synthetic-google-hashcode,21749,8360,9548,77.05,0.0,7.36,1.62,1.27,8.77
17,d_tough_choices_e476bdaf_0018,synthetic-google-hashcode,78600,3857,23403,27.99,0.0,1.45,2.52,1.57,6.77
18,d_tough_choices_b3fbca95_0019,synthetic-google-hashcode,81578,36873,42546,65.0,0.0,7.36,1.19,1.83,9.71
19,d_tough_choices_495a0b11_0020,synthetic-google-hashcode,29524,30000,30001,32.5,0.0,7.36,3.13,1.66,7.36
