,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,c_incunabula_bad08d0b_0001,synthetic-google-hashcode,80592,12609,100000,136.44,56171.67,23.44,74.84,55315.15,11.69
1,c_incunabula_38f2e74f_0002,synthetic-google-hashcode,100000,4089,100000,450.57,46214.41,10.26,745.01,89161.27,16.02
2,c_incunabula_2100b296_0003,synthetic-google-hashcode,100000,17834,67382,265.54,29879.09,22.48,129.72,49511.38,13.99
3,c_incunabula_3cb7cbf9_0004,synthetic-google-hashcode,19309,16529,76937,545.97,25846.2,18.58,562.16,15229.71,11.69
4,c_incunabula_b836485e_0005,synthetic-google-hashcode,50744,10000,100000,346.64,37010.2,20.75,506.08,22955.76,10.83
5,c_incunabula_d5c890b9_0006,synthetic-google-hashcode,24894,10000,100000,300.76,29879.09,15.03,801.85,78893.34,1.61
6,c_incunabula_7b48fa9d_0007,synthetic-google-hashcode,69465,18420,93650,300.76,24828.17,25.18,797.18,78532.04,9.92
7,c_incunabula_2877c5a3_0008,synthetic-google-hashcode,88677,13342,58795,75.09,29391.57,12.39,926.49,59138.07,3.37
8,c_incunabula_31b97c4c_0009,synthetic-google-hashcode,10910,12034,82238,462.96,39917.9,2.96,81.29,73161.55,3.45
9,c_incunabula_a3144e09_0010,synthetic-google-hashcode,86674,7945,48051,297.55,29879.09,21.41,780.86,22783.3,3.9
10,c_incunabula_bd97dec5_0011,synthetic-google-hashcode,25969,1660,100000,34.98,29879.09,1.71,506.08,49511.38,11.69
11,c_incunabula_28dab597_0012,synthetic-google-hashcode,100000,10000,44756,74.85,37262.04,15.03,723.32,62329.04,17.22
12,c_incunabula_0e9ed7db_0013,synthetic-google-hashcode,73899,5026,36293,300.76,54774.95,3.0,835.67,70941.84,14.36
13,c_incunabula_e5b7ef6f_0014,synthetic-google-hashcode,53378,10000,84577,300.76,54868.21,9.27,921.59,49511.38,15.25
14,c_incunabula_762c2ba5_0015,synthetic-google-hashcode,82006,9066,23662,287.27,32024.72,11.74,809.82,63020.62,21.35
15,c_incunabula_5fd2dd50_0016,synthetic-google-hashcode,98542,5200,89356,300.76,19852.25,5.92,872.65,62345.91,16.85
16,c_incunabula_860d8543_0017,synthetic-google-hashcode,67177,10000,30666,300.76,29879.09,24.0,511.31,49511.38,15.69
17,c_incunabula_9c9087a9_0018,synthetic-google-hashcode,45934,15458,100000,328.81,29879.09,24.69,775.31,74295.98,7.33
18,c_incunabula_8fede355_0019,synthetic-google-hashcode,100000,6459,79172,544.63,53359.12,11.61,788.57,70454.24,18.96
19,c_incunabula_a12fa054_0020,synthetic-google-hashcode,99200,14341,33967,266.25,10248.11,6.55,506.08,89346.94,16.48
