,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,c_incunabula_97953b5b_0001,synthetic-google-hashcode,79729,7249,93303,321.48,31336.2,13.35,565.64,36753.5,15.14
1,c_incunabula_0035fd3e_0002,synthetic-google-hashcode,77050,12974,78856,344.75,33960.89,19.38,506.08,50699.92,10.14
2,c_incunabula_34a33c8b_0003,synthetic-google-hashcode,98913,8801,80000,390.39,37745.59,19.24,599.28,56944.29,14.67
3,c_incunabula_c0bfc98d_0004,synthetic-google-hashcode,78959,12795,100000,298.6,29879.09,16.68,404.57,63256.19,11.69
4,c_incunabula_1d6cac0b_0005,synthetic-google-hashcode,100000,10478,93124,332.88,24586.86,15.94,385.04,54706.74,12.29
5,c_incunabula_35433ad4_0006,synthetic-google-hashcode,92746,12339,87100,221.54,21701.05,15.01,365.96,53158.02,8.32
6,c_incunabula_2e0c525c_0007,synthetic-google-hashcode,90912,10000,100000,300.76,32112.04,13.39,444.22,40919.48,8.88
7,c_incunabula_af2e72d4_0008,synthetic-google-hashcode,100000,7291,100000,300.76,37123.47,15.03,506.08,61750.33,13.15
8,c_incunabula_8f14a6ae_0009,synthetic-google-hashcode,89146,10305,78124,358.4,29879.09,15.03,525.62,50282.14,9.85
9,c_incunabula_9ded6cad_0010,synthetic-google-hashcode,76373,7297,76907,381.93,26318.5,13.73,587.59,49459.27,10.08
10,c_incunabula_b655f7e4_0011,synthetic-google-hashcode,99849,10000,95802,316.6,22565.32,14.97,506.08,56860.63,9.39
11,c_incunabula_a7977ea9_0012,synthetic-google-hashcode,87702,8444,97479,263.98,29879.09,17.44,648.02,49511.38,9.86
12,c_incunabula_a105b261_0013,synthetic-google-hashcode,100000,10000,99915,308.47,33543.08,16.64,648.2,60448.43,11.23
13,c_incunabula_f65fb1b2_0014,synthetic-google-hashcode,70276,10000,100000,369.39,38745.73,11.96,617.3,56590.21,15.05
14,c_incunabula_3b5bd41c_0015,synthetic-google-hashcode,100000,12646,100000,362.94,29879.09,15.03,639.45,49511.38,13.05
15,c_incunabula_9142c733_0016,synthetic-google-hashcode,70149,8515,83434,214.28,27917.14,10.52,479.14,42839.72,14.1
16,c_incunabula_5d21845a_0017,synthetic-google-hashcode,85472,11796,83053,360.43,37348.99,15.03,573.68,47036.17,14.03
17,c_incunabula_863af4f7_0018,synthetic-google-hashcode,82708,10000,92398,300.76,35787.3,11.68,547.53,48282.31,12.24
18,c_incunabula_7fa711ea_0019,synthetic-google-hashcode,100000,7659,85918,325.65,26103.65,12.03,445.96,54172.07,11.69
19,c_incunabula_d7664373_0020,synthetic-google-hashcode,93793,10000,100000,282.06,25292.37,12.92,513.12,54285.42,12.71
