,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,d_tough_choices_f36c6d55_0001,synthetic-google-hashcode,70234,18073,41859,57.48,0.0,7.36,2.2,1.37,4.52
1,d_tough_choices_ec0a3bdb_0002,synthetic-google-hashcode,55616,33785,31370,49.07,0.0,7.36,1.24,1.01,4.88
2,d_tough_choices_f86c450e_0003,synthetic-google-hashcode,72586,30597,35976,44.3,0.0,6.25,2.42,1.0,3.73
3,d_tough_choices_5debf4f7_0004,synthetic-google-hashcode,87965,41024,19618,85.7,0.0,5.69,2.45,1.41,9.24
4,d_tough_choices_6a415624_0005,synthetic-google-hashcode,47308,18805,30001,76.54,0.0,6.13,1.75,1.03,5.19
5,d_tough_choices_48ebf2bf_0006,synthetic-google-hashcode,78600,37785,38462,55.58,0.0,8.91,2.8,1.39,7.36
6,d_tough_choices_3ce015e4_0007,synthetic-google-hashcode,78600,16303,39929,76.46,0.0,8.66,1.32,1.0,7.1
7,d_tough_choices_d6622a89_0008,synthetic-google-hashcode,89040,44866,30001,37.51,0.0,9.65,2.0,1.21,8.78
8,d_tough_choices_60324b90_0009,synthetic-google-hashcode,52052,26745,43853,55.44,0.0,7.36,2.0,1.22,5.93
9,d_tough_choices_17e2fa0f_0010,synthetic-google-hashcode,68216,30000,31815,46.91,0.0,8.33,1.8,1.05,5.27
10,d_tough_choices_4f70101d_0011,synthetic-google-hashcode,53378,29758,41469,65.0,0.0,11.03,1.64,1.35,9.51
11,d_tough_choices_765e9f24_0012,synthetic-google-hashcode,78600,30000,38364,84.05,0.0,7.54,1.8,1.5,7.36
12,d_tough_choices_0be2b119_0013,synthetic-google-hashcode,60218,30000,21277,43.99,0.0,7.36,1.88,1.01,10.95
13,d_tough_choices_6797c99b_0014,synthetic-google-hashcode,91991,30632,37944,65.0,0.0,7.53,2.26,1.33,10.09
14,d_tough_choices_3131efc2_0015,synthetic-google-hashcode,65026,15932,31022,36.89,0.0,6.97,2.55,1.0,7.43
15,d_tough_choices_2844f32d_0016,synthetic-google-hashcode,42870,32412,29398,35.6,0.0,7.36,2.0,1.0,5.61
16,d_tough_choices_7b7ff871_0017,synthetic-google-hashcode,62592,30000,43417,76.0,0.0,8.03,2.93,1.0,7.36
17,d_tough_choices_97ed6ee5_0018,synthetic-google-hashcode,50389,38368,39297,75.98,0.0,4.79,2.58,1.37,7.68
18,d_tough_choices_4dda7718_0019,synthetic-google-hashcode,64878,15761,30381,65.0,0.0,5.59,1.18,1.36,3.74
19,d_tough_choices_63ec1ee6_0020,synthetic-google-hashcode,87821,30000,28680,88.47,0.0,7.92,1.73,1.39,10.61
