,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,b_read_on_d54dfa9b_0001,synthetic-google-hashcode,76387,119,849,79.49,0.0,1404.08,10.19,1.0,0.0
1,b_read_on_d3d97771_0002,synthetic-google-hashcode,24327,100,585,100.0,0.0,1740.71,4.55,1.39,0.0
2,b_read_on_2c7dcb1c_0003,synthetic-google-hashcode,66183,100,1000,155.66,0.0,1459.05,11.64,1.7,0.0
3,b_read_on_2a776457_0004,synthetic-google-hashcode,60858,49,517,91.78,0.0,768.11,11.81,1.79,0.0
4,b_read_on_4abad9b0_0005,synthetic-google-hashcode,26067,100,489,97.84,0.0,1204.54,8.24,1.76,0.0
5,b_read_on_707651ca_0006,synthetic-google-hashcode,62713,52,1461,107.69,0.0,1000.0,7.4,1.1,0.0
6,b_read_on_3550399c_0007,synthetic-google-hashcode,100000,116,684,76.93,0.0,1338.93,9.31,1.0,0.0
7,b_read_on_cb9b057b_0008,synthetic-google-hashcode,41246,62,1350,87.98,0.0,210.65,11.81,1.0,0.0
8,b_read_on_7cf900db_0009,synthetic-google-hashcode,47243,100,381,162.58,0.0,1743.9,11.81,1.03,0.0
9,b_read_on_35ba0543_0010,synthetic-google-hashcode,35349,60,1134,165.76,0.0,424.88,11.81,1.0,0.0
10,b_read_on_70c0426a_0011,synthetic-google-hashcode,50571,28,1191,33.3,0.0,560.83,5.25,1.02,0.0
11,b_read_on_01638a62_0012,synthetic-google-hashcode,100000,100,1502,85.13,0.0,1368.65,8.39,1.71,0.0
12,b_read_on_a73b474f_0013,synthetic-google-hashcode,100000,100,823,100.0,0.0,798.85,4.81,1.74,0.0
13,b_read_on_a78703f4_0014,synthetic-google-hashcode,100000,161,980,175.7,0.0,1000.0,19.54,1.23,0.0
14,b_read_on_4d03adf4_0015,synthetic-google-hashcode,100000,51,1791,100.0,0.0,1624.19,16.34,1.64,0.0
15,b_read_on_b37ea448_0016,synthetic-google-hashcode,100000,56,1000,89.07,0.0,1000.0,3.8,1.71,0.0
16,b_read_on_08485978_0017,synthetic-google-hashcode,100000,165,1393,45.4,0.0,229.06,7.96,1.29,0.0
17,b_read_on_b0fd5ec5_0018,synthetic-google-hashcode,29359,23,966,72.18,0.0,1728.15,4.68,1.0,0.0
18,b_read_on_ef23755d_0019,synthetic-google-hashcode,100000,152,345,58.37,0.0,1241.38,4.49,1.08,0.0
19,b_read_on_4c5af51a_0020,synthetic-google-hashcode,78212,47,805,84.14,0.0,1000.0,14.4,1.6,0.0
