,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,c_incunabula_c767482d_0001,synthetic-google-hashcode,78126,9286,100000,233.18,30049.51,16.75,669.33,56060.15,11.15
1,c_incunabula_c7a3fd08_0002,synthetic-google-hashcode,63823,10002,100000,300.76,29879.09,12.74,366.82,36344.45,8.7
2,c_incunabula_c9ac0412_0003,synthetic-google-hashcode,93835,10385,76977,230.64,29879.09,9.17,566.09,62098.6,8.01
3,c_incunabula_2f44ceb9_0004,synthetic-google-hashcode,90147,10000,71758,349.84,40147.38,14.33,455.88,49511.38,10.86
4,c_incunabula_058b24b9_0005,synthetic-google-hashcode,100000,10236,100000,364.14,29350.08,15.03,607.3,68670.17,7.21
5,c_incunabula_583f5ed5_0006,synthetic-google-hashcode,63566,9050,79753,294.37,41468.35,16.04,706.02,54116.22,12.21
6,c_incunabula_0d595788_0007,synthetic-google-hashcode,95433,13638,78674,354.14,22131.84,10.67,385.74,43410.82,10.22
7,c_incunabula_04e03307_0008,synthetic-google-hashcode,75797,9901,95808,389.03,39834.22,15.03,513.26,64804.41,11.69
8,c_incunabula_28eec01f_0009,synthetic-google-hashcode,86267,10970,76756,300.76,19638.62,15.67,669.08,58326.35,10.7
9,c_incunabula_5786e2c3_0010,synthetic-google-hashcode,100000,10000,67406,304.76,31693.37,9.56,644.66,59912.2,11.68
10,c_incunabula_b699cd09_0011,synthetic-google-hashcode,93355,13309,80169,343.62,26999.12,9.15,628.72,52719.4,11.69
11,c_incunabula_eda11b03_0012,synthetic-google-hashcode,68763,9063,71544,199.44,36226.01,15.03,345.34,45822.75,11.66
12,c_incunabula_2788fca2_0013,synthetic-google-hashcode,100000,6627,98993,257.83,30303.89,12.67,506.08,54512.12,9.78
13,c_incunabula_1e420c83_0014,synthetic-google-hashcode,97887,10000,71558,404.43,18967.9,15.03,411.61,63690.72,11.54
14,c_incunabula_4ac2632e_0015,synthetic-google-hashcode,85016,9579,100000,309.45,30576.39,12.15,610.65,49511.38,8.83
15,c_incunabula_5b27c774_0016,synthetic-google-hashcode,100000,6196,62101,271.12,30394.55,13.56,395.94,49511.38,11.69
16,c_incunabula_75fe9f3d_0017,synthetic-google-hashcode,80419,10000,100000,300.76,35588.32,10.22,506.08,64944.57,11.69
17,c_incunabula_d2a3f9e2_0018,synthetic-google-hashcode,75486,6473,100000,282.47,22602.09,9.25,470.79,47529.07,7.25
18,c_incunabula_cf6deb71_0019,synthetic-google-hashcode,100000,12489,76399,311.61,29879.09,10.68,506.08,39122.13,13.42
19,c_incunabula_660d912f_0020,synthetic-google-hashcode,79295,10000,76210,381.75,36215.06,19.08,538.99,52178.6,11.69
