,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,e_so_many_books_6a2b3ccc_0001,synthetic-google-hashcode,75348,856,218,88.33,4790.42,419.41,3.94,1.49,464.49
1,e_so_many_books_efffd077_0002,synthetic-google-hashcode,86869,824,200,125.49,5716.45,491.43,5.15,1.63,525.87
2,e_so_many_books_52fa368e_0003,synthetic-google-hashcode,100000,1037,189,125.49,4448.38,617.23,5.43,1.86,488.32
3,e_so_many_books_b3965f43_0004,synthetic-google-hashcode,73107,1000,200,121.77,4019.65,491.94,4.82,1.89,488.32
4,e_so_many_books_9ec2421f_0005,synthetic-google-hashcode,80417,1101,185,88.17,5379.79,449.38,5.43,1.59,488.32
5,e_so_many_books_7fbe76df_0006,synthetic-google-hashcode,78761,899,239,155.12,5187.1,561.63,6.02,1.49,433.06
6,e_so_many_books_8ae63aff_0007,synthetic-google-hashcode,89889,756,253,160.75,5187.1,550.34,6.91,1.62,342.09
7,e_so_many_books_b580d3c4_0008,synthetic-google-hashcode,73341,994,236,151.86,3886.83,461.78,6.06,1.49,575.38
8,e_so_many_books_b46c19c6_0009,synthetic-google-hashcode,80472,1000,237,126.52,5187.1,491.94,4.14,1.38,491.71
9,e_so_many_books_708ab5fd_0010,synthetic-google-hashcode,70034,1000,200,125.49,4020.83,413.17,5.43,1.49,588.16
10,e_so_many_books_93cc95b3_0011,synthetic-google-hashcode,94684,1000,239,97.38,3942.04,446.0,5.43,1.72,504.08
11,e_so_many_books_5ddf8412_0012,synthetic-google-hashcode,88303,702,194,122.3,5990.79,469.93,6.02,1.8,351.56
12,e_so_many_books_8cc0c73b_0013,synthetic-google-hashcode,88160,1117,225,143.69,5187.1,470.68,4.94,1.07,413.66
13,e_so_many_books_a2e32c0b_0014,synthetic-google-hashcode,78875,1032,169,125.49,5565.08,491.94,3.92,1.81,441.98
14,e_so_many_books_652e84d9_0015,synthetic-google-hashcode,99376,1296,245,125.49,6117.1,353.7,6.14,1.2,472.3
15,e_so_many_books_3c522f91_0016,synthetic-google-hashcode,99101,1049,200,135.66,4702.21,634.02,5.43,1.11,488.32
16,e_so_many_books_ddb95f5d_0017,synthetic-google-hashcode,100000,871,200,156.24,6031.25,585.51,4.76,1.57,472.11
17,e_so_many_books_95dedcc9_0018,synthetic-google-hashcode,92302,1027,228,127.88,3716.33,384.06,5.58,1.49,397.29
18,e_so_many_books_834a932c_0019,synthetic-google-hashcode,72101,1168,200,119.82,5187.1,491.94,4.46,1.49,593.79
19,e_so_many_books_c326ddd1_0020,synthetic-google-hashcode,100000,1170,190,152.31,4502.42,614.9,6.8,1.22,488.32
