,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,f_libraries_of_the_world_1a578123_0001,synthetic-google-hashcode,90483,1100,645,401.11,53362.16,493.42,151.65,8.07,517.31
1,f_libraries_of_the_world_0959f325_0002,synthetic-google-hashcode,93127,978,663,414.96,50701.75,509.34,180.04,6.86,510.67
2,f_libraries_of_the_world_a901d7e8_0003,synthetic-google-hashcode,95943,1033,751,401.11,53362.16,509.34,166.19,7.33,462.48
3,f_libraries_of_the_world_8df08f76_0004,synthetic-google-hashcode,90085,1049,700,405.56,56733.33,554.9,166.19,7.12,506.18
4,f_libraries_of_the_world_8e4af78f_0005,synthetic-google-hashcode,94679,960,751,401.11,49816.3,509.34,153.93,7.11,486.45
5,f_libraries_of_the_world_6f351acb_0006,synthetic-google-hashcode,90719,1023,664,404.44,52224.16,517.8,177.66,8.01,506.18
6,f_libraries_of_the_world_1cb5cdff_0007,synthetic-google-hashcode,97731,979,700,392.97,57436.79,471.47,178.3,6.93,492.0
7,f_libraries_of_the_world_e3d13ca7_0008,synthetic-google-hashcode,97253,1000,703,423.72,50615.52,490.03,179.93,7.47,472.68
8,f_libraries_of_the_world_9340ce8f_0009,synthetic-google-hashcode,91078,1010,760,393.16,48739.16,534.8,166.19,7.47,541.82
9,f_libraries_of_the_world_7601b7d2_0010,synthetic-google-hashcode,93423,985,718,401.11,49877.17,557.99,160.19,7.53,541.45
10,f_libraries_of_the_world_077eaf0b_0011,synthetic-google-hashcode,98395,1092,631,398.76,53947.19,509.34,152.96,7.61,506.18
11,f_libraries_of_the_world_c7ff8a11_0012,synthetic-google-hashcode,91525,1078,757,401.75,53362.16,492.97,166.19,6.72,532.91
12,f_libraries_of_the_world_048ed024_0013,synthetic-google-hashcode,97206,1000,700,430.87,51532.47,558.94,158.33,7.47,506.18
13,f_libraries_of_the_world_313bf188_0014,synthetic-google-hashcode,90575,919,759,368.42,53840.35,460.54,163.37,7.3,541.86
14,f_libraries_of_the_world_8331939b_0015,synthetic-google-hashcode,100000,982,676,425.59,56972.31,517.98,176.67,7.47,506.18
15,f_libraries_of_the_world_6b90f3d5_0016,synthetic-google-hashcode,90854,963,645,401.11,57103.38,500.34,166.19,7.76,530.1
16,f_libraries_of_the_world_580af5c0_0017,synthetic-google-hashcode,99644,1006,762,401.53,57196.79,540.29,165.11,8.17,469.78
17,f_libraries_of_the_world_5aab94b7_0018,synthetic-google-hashcode,100000,1007,746,400.34,54837.02,493.41,166.19,7.47,510.72
18,f_libraries_of_the_world_f2de8e19_0019,synthetic-google-hashcode,90110,907,753,406.08,53516.84,536.01,176.52,7.57,530.95
19,f_libraries_of_the_world_675fe717_0020,synthetic-google-hashcode,93270,960,712,403.5,53362.16,509.34,180.86,8.14,500.27
