,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,e_so_many_books_17850582_0001,synthetic-google-hashcode,93550,978,218,136.17,4877.35,492.44,5.44,1.44,509.23
1,e_so_many_books_a0bdfbce_0002,synthetic-google-hashcode,97699,962,200,125.49,4869.78,491.31,4.92,1.5,488.32
2,e_so_many_books_79b32e9e_0003,synthetic-google-hashcode,97292,1000,210,125.49,4819.82,521.49,5.11,1.39,534.78
3,e_so_many_books_0bff85d6_0004,synthetic-google-hashcode,96946,1096,196,134.83,5350.42,443.11,5.43,1.47,524.45
4,e_so_many_books_911f7a98_0005,synthetic-google-hashcode,100000,1001,189,125.93,4996.72,503.29,5.47,1.49,494.54
5,e_so_many_books_d072aeff_0006,synthetic-google-hashcode,94617,997,185,122.08,5187.1,455.58,5.13,1.49,511.69
6,e_so_many_books_24c8e06d_0007,synthetic-google-hashcode,93396,1051,206,127.84,5209.66,529.17,5.76,1.5,471.55
7,e_so_many_books_79d18ee6_0008,synthetic-google-hashcode,97703,1070,194,113.77,5187.1,484.77,5.01,1.53,488.32
8,e_so_many_books_a8dc5a67_0009,synthetic-google-hashcode,91496,944,189,125.49,4919.26,480.39,5.42,1.63,446.29
9,e_so_many_books_7f4bfbb9_0010,synthetic-google-hashcode,90899,1000,210,124.37,5606.86,491.94,5.23,1.41,489.63
10,e_so_many_books_aaa70ac3_0011,synthetic-google-hashcode,97496,1030,200,134.88,4848.45,486.23,5.8,1.52,488.32
11,e_so_many_books_10eef710_0012,synthetic-google-hashcode,98138,1095,218,125.49,5190.85,470.54,5.67,1.4,488.32
12,e_so_many_books_122da9fe_0013,synthetic-google-hashcode,99322,1000,188,117.39,4887.66,481.27,5.84,1.62,454.27
13,e_so_many_books_697d0dab_0014,synthetic-google-hashcode,100000,1000,215,113.12,5112.02,446.23,5.43,1.37,504.58
14,e_so_many_books_16a69691_0015,synthetic-google-hashcode,90407,1003,187,113.44,5184.16,491.94,5.9,1.49,488.32
15,e_so_many_books_bc533448_0016,synthetic-google-hashcode,97844,986,207,125.49,5187.1,492.79,5.83,1.49,514.97
16,e_so_many_books_30a94b62_0017,synthetic-google-hashcode,94991,1000,216,118.27,4710.58,491.94,5.06,1.4,492.05
17,e_so_many_books_b8c78e47_0018,synthetic-google-hashcode,94925,959,200,125.49,5119.98,491.94,5.43,1.35,488.32
18,e_so_many_books_20ff22d5_0019,synthetic-google-hashcode,94398,1087,187,125.49,5487.39,491.94,5.59,1.49,507.54
19,e_so_many_books_540e6358_0020,synthetic-google-hashcode,100000,1098,200,125.49,5494.23,491.94,5.43,1.48,488.32
