,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,d_tough_choices_706384aa_0001,synthetic-google-hashcode,68331,30000,24859,80.94,0.0,7.65,1.88,1.0,8.12
1,d_tough_choices_0139d1b8_0002,synthetic-google-hashcode,78600,21643,24102,61.27,0.0,5.95,2.0,1.09,7.36
2,d_tough_choices_567d124d_0003,synthetic-google-hashcode,95681,38300,27816,78.16,0.0,7.34,2.37,1.03,5.25
3,d_tough_choices_91ed7687_0004,synthetic-google-hashcode,69035,29689,36605,79.76,0.0,8.95,1.89,1.01,9.46
4,d_tough_choices_06913c61_0005,synthetic-google-hashcode,62507,33994,31580,68.03,0.0,7.36,2.57,1.27,8.65
5,d_tough_choices_2e201172_0006,synthetic-google-hashcode,92349,25419,35444,77.77,0.0,7.36,2.55,1.03,7.79
6,d_tough_choices_7d87a6cd_0007,synthetic-google-hashcode,70647,23235,38969,48.87,0.0,7.36,1.97,1.04,8.22
7,d_tough_choices_42790b5a_0008,synthetic-google-hashcode,61248,24584,21848,47.08,0.0,7.25,1.46,1.23,7.36
8,d_tough_choices_c393fb80_0009,synthetic-google-hashcode,60093,38811,32184,55.74,0.0,6.67,1.68,1.0,8.0
9,d_tough_choices_427f69ef_0010,synthetic-google-hashcode,65328,26100,25485,52.16,0.0,5.67,1.76,1.23,8.39
10,d_tough_choices_4e50b8f4_0011,synthetic-google-hashcode,94640,37853,24203,71.52,0.0,8.19,2.14,1.2,8.38
11,d_tough_choices_83f76c4b_0012,synthetic-google-hashcode,71681,21193,23708,61.12,0.0,7.62,2.0,1.17,8.55
12,d_tough_choices_e2ae6445_0013,synthetic-google-hashcode,62011,37192,32604,65.0,0.0,8.07,2.34,1.0,6.07
13,d_tough_choices_a815a486_0014,synthetic-google-hashcode,78600,25763,38963,81.07,0.0,7.36,2.0,1.16,7.36
14,d_tough_choices_3518fd83_0015,synthetic-google-hashcode,78600,30000,21438,46.98,0.0,7.36,2.47,1.13,8.3
15,d_tough_choices_fb5883b9_0016,synthetic-google-hashcode,55548,30000,25663,66.59,0.0,6.92,2.31,1.07,6.0
16,d_tough_choices_6fe4357f_0017,synthetic-google-hashcode,56798,30000,33621,65.0,0.0,5.98,2.31,1.12,7.47
17,d_tough_choices_f9d83127_0018,synthetic-google-hashcode,78600,34098,34479,55.33,0.0,7.02,1.43,1.26,7.19
18,d_tough_choices_7b5470a8_0019,synthetic-google-hashcode,97778,37403,22964,48.37,0.0,7.58,2.0,1.22,8.57
19,d_tough_choices_40a1240a_0020,synthetic-google-hashcode,76868,28461,30144,64.92,0.0,7.36,1.87,1.05,7.36
