,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,b_read_on_8277eb4d_0001,synthetic-google-hashcode,100000,86,833,154.29,0.0,1156.49,9.03,1.54,0.0
1,b_read_on_e06398bf_0002,synthetic-google-hashcode,59933,110,1000,100.0,0.0,1558.11,8.11,1.0,0.0
2,b_read_on_9a9e399f_0003,synthetic-google-hashcode,47713,150,1423,100.0,0.0,1000.0,11.81,1.46,0.0
3,b_read_on_2095b80e_0004,synthetic-google-hashcode,60352,72,949,100.0,0.0,1507.99,11.81,1.36,0.0
4,b_read_on_91c80873_0005,synthetic-google-hashcode,96770,88,415,96.1,0.0,1220.76,11.81,1.36,0.0
5,b_read_on_49808f28_0006,synthetic-google-hashcode,75766,155,684,124.04,0.0,1000.0,6.95,1.5,0.0
6,b_read_on_3e6c1900_0007,synthetic-google-hashcode,83406,150,770,131.99,0.0,814.93,11.8,1.13,0.0
7,b_read_on_93da19b5_0008,synthetic-google-hashcode,87737,93,1400,133.27,0.0,707.75,5.03,1.0,0.0
8,b_read_on_e58661f7_0009,synthetic-google-hashcode,60824,65,1000,100.0,0.0,1177.07,13.77,1.0,0.0
9,b_read_on_5eb10bc9_0010,synthetic-google-hashcode,46118,160,427,135.17,0.0,701.31,9.18,1.52,0.0
10,b_read_on_2398c85e_0011,synthetic-google-hashcode,54977,43,625,126.34,0.0,1192.32,11.81,1.33,0.0
11,b_read_on_29bc0616_0012,synthetic-google-hashcode,89790,79,1008,141.27,0.0,1558.74,16.01,1.0,0.0
12,b_read_on_33c85b0f_0013,synthetic-google-hashcode,45899,94,832,100.0,0.0,1000.0,9.27,1.04,0.0
13,b_read_on_10a96a44_0014,synthetic-google-hashcode,74530,71,1172,85.54,0.0,1303.37,17.39,1.16,0.0
14,b_read_on_6cb3c0e4_0015,synthetic-google-hashcode,43872,66,1000,62.64,0.0,1074.62,8.01,1.06,0.0
15,b_read_on_bfa0ed87_0016,synthetic-google-hashcode,82921,81,1153,157.37,0.0,602.46,11.81,1.0,0.0
16,b_read_on_460d725f_0017,synthetic-google-hashcode,53652,100,1135,45.44,0.0,511.31,6.69,1.51,0.0
17,b_read_on_eb8e0422_0018,synthetic-google-hashcode,100000,123,1499,100.0,0.0,792.74,7.2,1.24,0.0
18,b_read_on_2eda8649_0019,synthetic-google-hashcode,41998,40,1066,76.3,0.0,1371.04,15.39,1.41,0.0
19,b_read_on_8c9097b5_0020,synthetic-google-hashcode,91743,100,1000,65.73,0.0,1282.31,15.46,1.29,0.0
