,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,e_so_many_books_3db5c891_0001,synthetic-google-hashcode,96685,1609,79,69.4,3887.02,266.25,3.95,1.66,811.46
1,e_so_many_books_c1fe95ab_0002,synthetic-google-hashcode,66184,315,249,225.04,3921.84,491.94,3.84,1.38,779.9
2,e_so_many_books_4786df24_0003,synthetic-google-hashcode,100000,956,268,39.93,5789.14,583.78,8.12,1.49,98.59
3,e_so_many_books_25d9538b_0004,synthetic-google-hashcode,100000,1039,345,125.49,6564.4,491.94,5.45,1.19,336.26
4,e_so_many_books_9e909e47_0005,synthetic-google-hashcode,51222,280,200,125.49,9044.81,309.04,5.72,1.05,788.13
5,e_so_many_books_a17afc5c_0006,synthetic-google-hashcode,25837,470,344,98.29,9289.17,374.11,4.43,1.2,541.25
6,e_so_many_books_0181db5c_0007,synthetic-google-hashcode,74239,427,230,209.75,3159.6,402.85,2.24,2.42,488.32
7,e_so_many_books_521f5804_0008,synthetic-google-hashcode,98191,282,200,125.49,5187.1,292.92,8.57,1.99,571.34
8,e_so_many_books_a620d896_0009,synthetic-google-hashcode,92185,494,303,73.23,6818.15,415.55,4.32,1.95,443.93
9,e_so_many_books_ae6e4f20_0010,synthetic-google-hashcode,62037,1208,346,213.01,6015.01,350.78,2.99,2.69,454.75
10,e_so_many_books_9e913e51_0011,synthetic-google-hashcode,66408,284,201,156.5,9302.93,491.94,4.04,1.49,657.9
11,e_so_many_books_bf1c1681_0012,synthetic-google-hashcode,100000,1460,56,100.48,5187.1,758.94,9.7,1.61,466.18
12,e_so_many_books_72c56e0b_0013,synthetic-google-hashcode,54767,1510,194,180.12,5156.81,489.44,3.17,1.43,308.83
13,e_so_many_books_48dc3cbc_0014,synthetic-google-hashcode,65209,434,56,207.05,3502.09,761.84,2.48,2.65,630.59
14,e_so_many_books_e25e4682_0015,synthetic-google-hashcode,60789,606,339,78.42,5474.88,742.22,5.66,1.49,488.32
15,e_so_many_books_3be3b0d6_0016,synthetic-google-hashcode,72287,934,125,125.49,2120.36,737.97,7.32,1.64,200.35
16,e_so_many_books_a8574640_0017,synthetic-google-hashcode,43521,1782,200,175.42,4847.99,491.94,5.43,1.49,532.45
17,e_so_many_books_43ba721a_0018,synthetic-google-hashcode,98789,1431,214,125.49,2524.07,134.35,2.95,1.49,453.21
18,e_so_many_books_818db4e3_0019,synthetic-google-hashcode,96786,1337,200,85.77,1442.98,322.15,4.88,2.2,694.27
19,e_so_many_books_f3d6bd5e_0020,synthetic-google-hashcode,95516,1704,79,159.17,8905.46,159.6,3.71,1.52,488.32
