,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
0,e_so_many_books_9cf47362_0001,synthetic-google-hashcode,100000,1000,212,163.32,5187.1,174.63,9.94,1.42,560.45
1,e_so_many_books_058a21cc_0002,synthetic-google-hashcode,100000,484,211,135.57,5187.1,491.94,4.2,1.84,410.16
2,e_so_many_books_7e3828f7_0003,synthetic-google-hashcode,89676,1533,376,56.99,4305.55,537.27,7.1,2.52,116.09
3,e_so_many_books_f668d422_0004,synthetic-google-hashcode,100000,106,75,16.7,5187.1,878.32,8.37,2.19,475.93
4,e_so_many_books_9f117c04_0005,synthetic-google-hashcode,100000,1000,122,125.49,2289.81,579.91,8.65,2.43,151.5
5,e_so_many_books_99dcdacd_0006,synthetic-google-hashcode,28873,346,45,216.39,1091.23,526.48,5.43,1.49,235.24
6,e_so_many_books_95533a3b_0007,synthetic-google-hashcode,100000,1000,348,31.44,2169.75,801.87,4.38,1.49,488.32
7,e_so_many_books_17f270c1_0008,synthetic-google-hashcode,14178,1686,347,125.49,5187.1,641.44,8.44,2.11,774.0
8,e_so_many_books_7ce6bcc5_0009,synthetic-google-hashcode,54731,595,278,194.28,7639.99,198.85,9.41,1.15,488.32
9,e_so_many_books_65923fa8_0010,synthetic-google-hashcode,100000,1495,200,129.37,6904.59,683.57,2.22,1.75,825.29
10,e_so_many_books_c88a3614_0011,synthetic-google-hashcode,100000,689,200,191.56,6931.19,703.86,10.27,1.49,277.84
11,e_so_many_books_cdef6074_0012,synthetic-google-hashcode,93107,1151,200,125.49,2633.83,491.94,5.43,1.52,697.78
12,e_so_many_books_37048fff_0013,synthetic-google-hashcode,100000,1257,359,146.6,8711.75,502.54,9.76,2.18,488.32
13,e_so_many_books_93ede9b3_0014,synthetic-google-hashcode,29410,1793,200,180.52,5187.1,491.94,6.07,1.0,473.44
14,e_so_many_books_2362d4c3_0015,synthetic-google-hashcode,17658,1515,30,205.51,3600.06,407.83,5.43,1.57,488.32
15,e_so_many_books_ed518ce7_0016,synthetic-google-hashcode,33795,1167,135,42.14,5102.31,362.06,2.59,1.55,488.32
16,e_so_many_books_b9040d24_0017,synthetic-google-hashcode,14208,1542,200,55.94,5187.1,162.87,6.25,1.49,858.2
17,e_so_many_books_de3bd925_0018,synthetic-google-hashcode,39671,141,226,151.57,2721.63,771.31,9.46,2.83,619.45
18,e_so_many_books_756064f3_0019,synthetic-google-hashcode,100000,819,26,86.04,5037.77,907.63,5.43,2.24,399.68
19,e_so_many_books_9b39fdd4_0020,synthetic-google-hashcode,100000,1612,237,109.48,5376.14,514.27,9.42,1.07,591.23
